,drxPM1,drxPM10,drxPM2.5,drxPM4,drxTPM,lannum,lanvolt,lantemp_C,lanco_ppm,hnu,vim_eng_fuel_rate,vim_eng_ground_spd,vim_eng_load,vim_eng_payload,vim_eng_rpm,et_eng_fuel_rate,et_eng_ground_spd,et_eng_load,et_eng_rpm,ae52_BC,ae52_UVPM,co2bg_CO2ppm,co2tpi_CO2ppm,co2dil_CO2ppm,flDPI_Flow,flFP1_Flow,flFP2_Flow,flPressure1_kPa,flPressure2_kPa,flPressure4_kPa,flPressure5_kPa,flTemp1_F,flTemp2_F,flTemp4_F,flTemp5_F,flVPO_Flow,gps_elevation,gps_latitude,gps_longitude,gps_velocity,gps2_elevation,gps2_latitude,gps2_longitude,gps2_velocity,testo_CO2,testo_CO2i,testo_COppm,testo_NO2ppm,testo_NOppm,testo_O2percent,testo_Pabs_hPa2,testo_Pump_Lmin,testo_SO2ppm,testo_Ta_C,testo_Tf_C
2015-04-12 15:42:32,1.94,1.94,1.94,1.94,1.94,15949,1.27089,28.973,127.089,6.2,86.991,17.398,40.0,0.0,1456.0,0.0,1.9,0.0,1838.0,88178.1,-22098.1,408.0,54339.1,8513.4,30.29,5.523,5.561,101.3,101.3,101.3,100.04,28.39,28.53,28.46,33.06,16.613,200.455263158,5703.17594474,11142.6857921,15.8131578947,283.9,5703.1969,11142.7264,1.4,0.64,1.29,20.3,4.5,42.7,19.79,959.6,1.12,0.0,33.7,35.0
2015-04-12 15:42:33,1.4,1.41,1.4,1.4,1.41,15950,1.2705,28.973,127.05,6.1,110.37,16.777,56.0,0.0,1434.5,0.0,1.9,0.0,1480.0,54520.8,-28561.8,408.0,53663.1,8824.7,30.31,5.465,5.506,101.3,101.3,101.3,99.98,28.4,28.53,28.47,33.08,16.477,199.873684211,5703.17292632,11142.6892895,15.8842105263,284.1,5703.1943,11142.7304,1.4,0.62,1.29,20.3,4.5,42.7,19.79,959.6,1.12,0.0,33.7,35.1
2015-04-12 15:42:34,1.76,1.76,1.76,1.76,1.76,15951,1.26986,28.975,126.986,6.1,99.711,16.466,48.0,0.0,1401.5,0.0,1.5,0.0,1478.0,20863.5,-35025.5,408.0,53386.55,8710.5,30.27,5.437,5.461,101.3,101.3,101.3,99.94,28.39,28.54,28.46,33.07,16.354,199.292105263,5703.16990789,11142.6927868,15.9552631579,283.8,5703.1923,11142.7336,1.8,0.62,1.29,20.3,4.5,42.7,19.81,959.6,1.12,0.0,33.7,35.1
2015-04-12 15:42:35,3.96,3.96,3.96,3.96,3.96,15952,1.26898,28.975,126.898,6.0,101.468,16.466,51.0,0.0,1385.0,0.0,1.4,0.0,1448.0,-12793.8,-41489.2,408.0,53110.0,8596.3,30.48,5.266,5.303,101.3,101.3,101.3,99.85,28.39,28.53,28.45,33.05,16.018,198.710526316,5703.16688947,11142.6962842,16.0263157895,284.4,5703.1892,11142.738,1.3,0.62,1.29,20.3,4.5,42.7,19.83,959.6,1.12,0.0,33.7,35.1
2015-04-12 15:42:36,5.06,5.06,5.06,5.06,5.06,15953,1.26875,28.976,126.875,6.0,93.397,15.845,47.0,0.0,1337.0,86.9,2.6,36.0,1459.0,-46451.1,-47952.9,407.0,54864.9,8993.1,30.64,5.047,5.079,101.3,101.3,101.3,99.58,28.41,28.56,28.44,33.02,15.377,198.128947368,5703.16387105,11142.6997816,16.0973684211,284.9,5703.1868,11142.7412,1.4,0.62,1.2,20.3,4.5,41.1,19.83,959.6,1.11,0.0,33.7,35.1
2015-04-12 15:42:37,3.45,3.45,3.45,3.45,3.45,15954,1.26978,28.976,126.978,5.9,153.337,15.845,86.0,0.0,1345.0,101.8,4.5,47.0,1486.0,-80108.4,-54416.6,407.0,54939.95,9280.1,30.53,4.995,4.983,101.3,101.3,101.3,99.54,28.41,28.58,28.46,33.05,15.128,197.547368421,5703.16085263,11142.7032789,16.1684210526,285.1,5703.1846,11142.7445,0.9,0.58,1.2,20.1,4.3,40.7,19.9,959.6,1.11,0.0,33.7,35.1
2015-04-12 15:42:38,2.1,2.1,2.1,2.1,2.1,15955,1.27237,28.976,127.237,5.8,172.78,16.466,94.0,0.0,1405.0,118.6,7.2,61.0,1502.0,-113765.7,-60880.3,407.0,55015.0,9567.1,30.38,5.177,5.157,101.3,101.3,101.3,99.65,28.42,28.56,28.46,33.07,15.501,196.965789474,5703.15783421,11142.7067763,16.2394736842,285.8,5703.1817,11142.7484,0.9,0.0,1.2,20.1,4.3,40.7,19.9,959.6,1.11,0.0,33.6,35.0
2015-04-12 15:42:39,1.63,1.63,1.63,1.63,1.63,15956,1.27611,28.978,127.611,5.7,186.385,17.398,100.0,0.0,1467.0,146.2,11.0,72.0,1538.0,-147423.0,-67344.0,407.0,54404.4,9089.7,30.26,5.277,5.267,101.3,101.3,101.3,99.76,28.41,28.55,28.45,33.07,15.833,196.384210526,5703.15481579,11142.7102737,16.3105263158,286.0,5703.1798,11142.7514,1.0,0.0,1.2,20.1,4.1,40.7,19.94,959.6,1.11,0.0,33.6,34.9
2015-04-12 15:42:40,1.37,1.37,1.37,1.37,1.37,15957,1.2818,28.978,128.18,5.7,190.691,17.709,100.0,0.0,1532.5,167.1,15.3,85.0,1598.0,-192238.5,-88008.6,407.0,55380.9,8722.85,30.35,5.306,5.328,101.3,101.3,101.3,99.78,28.4,28.54,28.42,33.06,16.02,195.802631579,5703.15179737,11142.7137711,16.3815789474,286.4,5703.1769,11142.7555,1.0,0.0,1.2,20.0,4.1,40.95,19.94,959.6,1.11,0.0,33.6,34.9
2015-04-12 15:42:41,1.11,1.11,1.11,1.11,1.11,15958,1.28672,28.978,128.672,5.7,172.78,18.33,84.0,0.0,1547.0,126.4,19.9,62.0,1662.0,-237054.0,-108673.2,407.0,56357.4,8356.0,30.42,5.216,5.23,101.3,101.3,101.3,99.73,28.41,28.54,28.41,33.05,15.762,195.221052632,5703.14877895,11142.7172684,16.4526315789,287.5,5703.1755,11142.7566,0.9,0.0,1.2,19.9,4.1,41.2,19.94,959.6,1.11,0.0,33.6,34.9
2015-04-12 15:42:42,0.919,0.919,0.919,0.919,0.919,15959,1.28904,28.979,128.904,5.6,159.585,18.952,84.0,0.0,1599.5,30.8,20.0,45.0,1659.0,-281869.5,-129337.8,407.0,55669.8,8015.96666667,30.43,5.12,5.122,101.3,101.3,101.3,99.61,28.42,28.55,28.42,33.06,15.485,194.639473684,5703.14576053,11142.7207658,16.5236842105,288.2,5703.1725,11142.7601,0.9,0.59,1.2,19.8,4.1,44.2,19.88,959.6,1.11,0.0,33.6,34.9
2015-04-12 15:42:43,0.851,0.851,0.851,0.851,0.851,15960,1.2882,28.979,128.82,5.6,88.642,18.952,44.0,0.0,1592.5,136.4,17.0,58.0,1720.0,-326685.0,-150002.4,407.0,54973.45,7675.93333333,30.68,4.801,4.597,101.3,101.3,101.3,99.44,28.42,28.57,28.41,33.07,14.765,194.057894737,5703.14274211,11142.7242632,16.5947368421,288.6,5703.1698,11142.7641,0.9,0.6,1.2,19.8,4.1,44.2,19.88,959.6,1.11,0.0,33.7,34.9
2015-04-12 15:42:44,0.853,0.853,0.853,0.853,0.853,15961,1.28286,28.979,128.286,5.6,11.782,17.709,3.0,0.0,1522.0,130.6,20.8,59.0,1751.0,-371500.5,-170667.0,407.0,54277.1,7335.9,31.0,4.082,4.103,101.3,101.3,101.3,98.76,28.48,28.63,28.45,33.02,12.945,193.476315789,5703.13972368,11142.7277605,16.6657894737,288.8,5703.1669,11142.7685,0.9,0.6,1.21,19.8,4.1,44.2,19.87,959.6,1.11,0.0,33.7,34.9
2015-04-12 15:42:45,1.14,1.14,1.14,1.14,1.14,15962,1.27501,28.979,127.501,5.5,9.695,16.777,3.0,0.0,1417.5,138.5,22.7,61.0,1766.0,-416316.0,-191331.6,407.0,53899.0,6441.6,30.92,3.878,3.871,101.3,101.3,101.3,98.55,28.51,28.66,28.48,33.07,12.201,192.894736842,5703.13670526,11142.7312579,16.7368421053,289.3,5703.164,11142.7728,1.4,0.6,1.21,19.8,4.1,47.1,19.87,959.6,1.11,0.0,33.7,35.0
2015-04-12 15:42:46,1.44,1.44,1.44,1.44,1.44,15963,1.26364,28.981,126.364,5.5,0.0,15.845,0.0,0.0,1338.5,107.7,22.2,45.0,1768.0,-461131.5,-211996.2,406.5,53725.65,6335.95,30.94,3.793,3.787,101.3,101.3,101.3,98.5,28.54,28.7,28.5,33.04,11.907,192.313157895,5703.13368684,11142.7347553,16.8078947368,290.0,5703.1611,11142.7774,0.9,0.3,1.18,19.75,4.1,47.1,19.95,959.6,1.1,0.0,33.7,35.0
2015-04-12 15:42:47,1.32,1.32,1.32,1.32,1.32,15964,1.24987,28.981,124.987,5.5,75.698,14.913,33.0,0.0,1644.5,83.7,19.3,39.0,1773.0,-505947.0,-232660.8,406.0,53552.3,6230.3,30.89,3.786,3.785,101.3,101.3,101.3,98.45,28.56,28.71,28.5,33.05,11.89,191.731578947,5703.13066842,11142.7382526,16.8789473684,290.0,5703.158,11142.7817,1.3,0.0,1.15,19.7,4.1,47.1,20.03,959.6,1.09,0.0,33.7,35.0
2015-04-12 15:42:48,1.05,1.05,1.05,1.05,1.05,15965,1.23579,28.981,123.579,5.4,0.0,12.738,0.0,0.0,1472.0,22.4,12.4,13.0,1734.0,-550762.5,-253325.4,406.0,53313.0,6487.2,30.84,3.765,3.764,101.3,101.3,101.3,98.47,28.56,28.71,28.49,33.05,11.83,191.15,5703.12765,11142.74175,16.95,290.2,5703.1541,11142.7872,0.9,0.0,1.15,19.7,3.9,44.4,20.03,959.0,1.09,0.0,33.7,35.0
2015-04-12 15:42:49,0.679,0.679,0.679,0.679,0.679,15966,1.22213,28.981,122.213,5.4,110.344,13.359,57.0,0.0,1524.0,47.8,7.0,0.0,1719.0,-595578.0,-273990.0,406.0,53073.7,6466.4,31.05,3.581,3.556,101.3,101.3,101.3,98.36,28.57,28.74,28.43,33.04,13.314,190.568421053,5703.12463158,11142.7452474,17.0210526316,289.8,5703.1514,11142.7913,0.9,0.0,1.15,19.7,3.9,44.4,20.03,959.0,1.08,0.0,33.7,35.0
2015-04-12 15:42:50,0.379,0.379,0.379,0.379,0.379,15967,1.20771,28.983,120.771,5.4,130.355,13.359,68.0,0.0,1550.0,0.0,5.9,15.0,1668.0,-535690.4,-244358.8,406.0,52834.4,6445.6,31.07,3.337,3.375,101.3,101.3,101.3,98.28,28.61,28.76,28.4,33.07,13.897,189.986842105,5703.12161316,11142.7487447,17.0921052632,289.8,5703.148,11142.7953,0.9,0.0,1.15,19.7,3.7,38.0,20.25,959.0,1.08,0.0,33.6,35.0
2015-04-12 15:42:51,0.228,0.228,0.228,0.228,0.228,15968,1.18921,28.983,118.921,5.4,158.33,13.981,82.0,0.0,1614.0,62.5,4.3,0.0,1682.0,-475802.8,-214727.6,406.0,52893.6,5571.9,31.14,3.087,3.084,101.3,101.3,101.3,98.04,28.65,28.82,28.38,33.07,14.186,189.405263158,5703.11859474,11142.7522421,17.1631578947,289.5,5703.1442,11142.7988,1.4,0.0,1.15,19.7,3.7,38.0,20.25,959.0,1.07,0.0,33.6,35.0
2015-04-12 15:42:52,0.131,0.131,0.131,0.131,0.131,15969,1.16613,28.983,116.613,5.4,192.884,14.913,100.0,0.0,1727.0,19.9,3.7,2.0,1622.0,-415915.2,-185096.4,405.666666667,53243.55,4814.75,31.2,2.936,2.824,101.3,101.3,101.3,97.93,28.68,28.89,28.36,33.03,14.462,188.823684211,5703.11557632,11142.7557395,17.2342105263,289.1,5703.1401,11142.8019,1.9,0.0,1.15,19.6,3.4,38.0,20.325,959.0,1.07,0.0,33.6,35.0
2015-04-12 15:42:53,0.083,0.083,0.083,0.083,0.083,15970,1.13951,28.983,113.951,5.3,183.876,15.845,99.0,0.0,1827.5,107.7,5.6,39.0,1655.0,-356027.6,-155465.2,405.333333333,53593.5,4057.6,31.19,2.682,2.628,101.3,101.3,101.3,97.8,28.72,28.95,28.34,33.02,14.774,188.242105263,5703.11255789,11142.7592368,17.3052631579,289.4,5703.136,11142.8043,1.3,0.0,1.15,19.5,3.1,38.0,20.4,959.0,1.07,0.0,33.6,35.0
2015-04-12 15:42:54,0.057,0.057,0.057,0.057,0.057,15971,1.10929,28.984,110.929,5.3,21.979,16.466,8.0,0.0,1605.0,0.0,8.1,57.0,1670.0,-296140.0,-125834.0,405.0,51488.8,2948.8,30.77,3.129,3.075,101.3,101.3,101.3,98.12,28.67,28.92,28.34,33.06,15.669,187.660526316,5703.10953947,11142.7627342,17.3763157895,289.3,5703.1319,11142.8064,0.9,0.0,1.15,19.5,3.1,34.4,20.4,959.0,1.06,0.0,33.6,35.0
2015-04-12 15:42:55,0.038,0.038,0.038,0.038,0.038,15972,1.07706,28.984,107.706,5.2,183.189,16.777,100.0,0.0,1431.0,0.0,5.3,0.0,1630.0,-236252.4,-96202.8,404.5,48246.1,2480.25,31.49,4.571,4.459,101.3,101.3,101.3,97.93,28.56,28.78,28.28,33.01,15.32,187.078947368,5703.10652105,11142.7662316,17.4473684211,289.0,5703.1271,11142.8089,0.9,0.0,0.94,19.4,3.1,32.4,20.52,959.0,1.06,0.0,33.6,35.0
2015-04-12 15:42:56,0.028,0.028,0.028,0.028,0.028,15973,1.04391,28.984,104.391,5.2,186.755,17.398,100.0,0.0,1472.5,11.5,3.1,0.0,1575.0,-176364.8,-66571.6,404.0,45003.4,2011.7,31.17,4.741,4.915,101.3,101.3,101.3,97.75,28.58,28.8,28.31,33.05,15.22,186.497368421,5703.10350263,11142.7697289,17.5184210526,289.3,5703.1228,11142.8099,0.8,0.0,0.94,19.4,2.8,32.4,20.52,959.0,1.05,0.0,33.6,35.0
2015-04-12 15:42:57,0.021,0.021,0.021,0.021,0.021,15974,1.00996,28.984,100.996,5.2,188.076,17.398,100.0,0.0,1490.5,73.8,4.7,45.0,1579.0,-116477.2,-36940.4,404.0,37129.8,1171.9,30.9,5.126,4.869,101.3,101.3,101.3,97.88,28.56,28.77,28.29,33.02,15.895,185.915789474,5703.10048421,11142.7732263,17.5894736842,290.0,5703.1185,11142.8103,0.9,0.0,0.93,19.4,2.2,32.4,20.73,959.0,1.05,0.0,33.6,35.0
2015-04-12 15:42:58,0.018,0.018,0.018,0.018,0.018,15975,0.97562,28.984,97.562,5.1,190.665,17.709,100.0,0.0,1526.5,12.8,6.4,33.0,1581.0,-56589.6,-7309.2,404.0,34020.2,953.95,30.61,5.164,5.249,101.3,101.3,101.3,98.35,28.55,28.75,28.28,33.06,16.659,185.334210526,5703.09746579,11142.7767237,17.6605263158,290.1,5703.1147,11142.8104,0.9,0.0,0.93,19.35,2.2,30.2,20.73,959.0,1.05,0.0,33.6,35.0
2015-04-12 15:42:59,0.016,0.016,0.016,0.016,0.016,15976,0.94202,28.984,94.202,5.1,158.647,17.709,84.0,0.0,1529.5,63.5,4.3,3.0,1525.0,3298.0,22322.0,404.0,30910.6,736.0,30.42,5.378,5.291,101.3,101.3,101.3,98.85,28.52,28.74,28.25,33.07,17.281,184.752631579,5703.09444737,11142.7802211,17.7315789474,292.7,5703.1096,11142.8098,0.8,0.0,0.93,19.3,2.2,28.0,20.73,959.0,1.05,0.0,33.6,35.0
2015-04-12 15:43:00,0.015,0.015,0.015,0.015,0.015,15977,0.90936,28.984,90.936,5.1,48.687,17.398,21.0,0.0,1486.0,85.1,7.2,37.0,1537.0,49485.8,17711.4,404.0,25527.4,508.7,30.7,5.274,5.23,101.3,101.3,101.3,99.14,28.49,28.72,28.21,33.04,17.575,184.171052632,5703.09142895,11142.7837184,17.8026315789,293.0,5703.1051,11142.809,1.0,0.0,0.49,19.2,2.2,21.9,20.94,959.0,1.06,0.0,33.6,35.0
2015-04-12 15:43:01,0.015,0.015,0.015,0.015,0.015,15978,0.87663,28.986,87.663,5.1,143.735,16.777,77.0,0.0,1431.5,103.7,10.3,37.0,1584.0,95673.6,13100.8,404.0,23347.95,398.3,30.14,5.323,5.297,101.3,101.3,101.3,99.22,28.51,28.72,28.23,33.04,17.346,183.589473684,5703.08841053,11142.7872158,17.8736842105,293.5,5703.1002,11142.8087,1.0,0.0,0.49,19.2,1.6,21.9,20.94,959.0,1.06,0.0,33.7,35.0
2015-04-12 15:43:02,0.049,0.05,0.049,0.049,0.05,15979,0.84508,28.986,84.508,5.1,164.868,16.777,90.0,0.0,1419.0,35.9,11.1,30.0,1667.0,141861.4,8490.2,404.0,21168.5,287.9,30.27,5.433,5.444,101.3,101.3,101.3,99.56,28.48,28.69,28.2,33.03,17.566,183.007894737,5703.08539211,11142.7907132,17.9447368421,294.7,5703.0954,11142.8098,0.9,0.0,0.49,19.2,1.6,21.9,20.94,959.0,1.08,0.0,33.7,35.0
2015-04-12 15:43:03,1.15,1.15,1.15,1.15,1.15,15980,0.8154,28.986,81.54,5.1,186.161,17.398,100.0,0.0,1467.5,0.0,5.8,0.0,1760.0,188049.2,3879.6,404.0,17453.2,182.4,30.08,5.403,5.431,101.3,101.3,101.3,99.91,28.46,28.67,28.18,33.01,17.947,182.426315789,5703.08237368,11142.7942105,18.0157894737,295.0,5703.0909,11142.8084,1.0,0.0,0.49,19.1,1.4,16.8,20.94,959.0,1.08,0.0,33.6,35.0
2015-04-12 15:43:04,3.84,3.84,3.84,3.84,3.84,15981,0.78809,28.986,78.809,5.1,186.94,17.398,100.0,0.0,1476.0,0.0,3.9,0.0,1790.0,234237.0,-731.0,404.0,15796.25,696.55,30.05,5.443,5.473,101.3,101.3,101.3,100.11,28.44,28.65,28.17,33.04,17.875,181.844736842,5703.07935526,11142.7977079,18.0868421053,295.3,5703.0858,11142.808,0.9,0.0,0.49,19.05,1.4,16.8,20.94,959.0,1.09,0.0,33.6,35.0
2015-04-12 15:43:05,5.29,5.29,5.29,5.29,5.29,15982,0.77077,28.986,77.077,5.1,190.638,17.709,100.0,0.0,1530.5,32.5,4.4,15.0,1828.0,280424.8,-5341.6,404.0,14139.3,1210.7,30.18,5.207,5.168,101.3,101.3,101.3,100.16,28.44,28.61,28.16,32.99,17.655,181.263157895,5703.07633684,11142.8012053,18.1578947368,296.1,5703.0807,11142.8084,0.9,0.0,0.49,19.0,1.4,16.8,20.94,959.0,1.1,0.0,33.6,35.0
2015-04-12 15:43:06,5.09,5.09,5.09,5.09,5.09,15983,0.76967,28.986,76.967,5.1,190.665,18.33,100.0,0.0,1544.5,133.6,7.4,45.0,1849.0,326612.6,-9952.2,404.0,11222.2,2293.76666667,30.79,4.676,4.766,101.3,101.3,101.3,99.59,28.45,28.63,28.15,32.99,16.251,180.681578947,5703.07331842,11142.8047026,18.2289473684,296.4,5703.0754,11142.8086,1.0,0.0,0.49,19.0,1.2,13.3,20.94,959.0,1.1,0.0,33.6,35.0
2015-04-12 15:43:07,4.73,4.73,4.73,4.73,4.73,15984,0.78012,28.986,78.012,5.1,190.321,18.33,100.0,0.0,1586.0,0.0,12.0,56.0,1844.0,372800.4,-14562.8,403.5,11164.4,3376.83333333,31.02,4.352,4.269,101.3,101.3,101.3,98.9,28.49,28.73,28.19,32.98,14.442,180.1,5703.0703,11142.8082,18.3,296.0,5703.0703,11142.8082,0.8,0.0,0.49,19.0,1.2,13.3,20.94,959.0,1.1,0.0,33.6,35.0
2015-04-12 15:43:08,5.56,5.56,5.56,5.56,5.56,15985,0.79553,28.986,79.553,5.0,191.259,18.952,100.0,0.0,1615.0,68.8,8.6,33.0,1367.0,418988.2,-19173.4,403.0,11106.6,4459.9,31.4,4.319,4.446,101.3,101.3,101.3,98.56,28.53,28.73,28.19,32.98,14.144,179.75,5703.06556667,11142.8084083,18.1166666667,296.2,5703.0653,11142.8083,0.9,0.0,0.16,19.0,1.2,11.7,20.94,959.0,1.1,0.0,33.6,35.0
2015-04-12 15:43:09,5.28,5.28,5.28,5.28,5.28,15986,0.81216,28.987,81.216,5.0,188.855,19.262,99.0,0.0,1658.5,0.0,4.9,0.0,1372.0,465176.0,-23784.0,403.0,20145.9,6818.4,30.42,4.812,4.636,101.3,101.3,101.3,98.32,28.55,28.76,28.26,33.02,14.151,179.4,5703.06083333,11142.8086167,17.9333333333,297.5,5703.0595,11142.8081,0.9,0.0,0.16,19.0,1.0,11.7,20.94,959.7,1.08,0.0,33.6,35.0
2015-04-12 15:43:10,4.23,4.24,4.23,4.24,4.24,15987,0.83116,28.987,83.116,4.9,166.282,19.262,87.0,0.0,1638.5,0.0,2.7,0.0,1375.0,387812.6,-22114.9,403.0,24276.1,7332.9,31.27,4.54,4.761,101.3,101.3,101.3,97.81,28.57,28.79,28.22,32.99,13.805,179.05,5703.0561,11142.808825,17.75,297.0,5703.0547,11142.8074,0.9,0.0,0.16,19.0,1.0,11.7,20.94,959.7,1.08,0.0,33.6,35.0
2015-04-12 15:43:11,2.97,2.97,2.97,2.97,2.97,15988,0.85218,28.987,85.218,4.8,0.0,18.33,0.0,0.0,1556.0,0.0,2.0,0.0,1358.0,310449.2,-20445.8,403.0,28406.3,7847.4,30.97,5.137,4.907,101.3,101.3,101.3,98.06,28.55,28.76,28.21,33.02,14.964,178.7,5703.05136667,11142.8090333,17.5666666667,297.0,5703.0499,11142.8071,0.8,0.0,0.16,19.0,1.0,11.7,20.94,959.7,1.08,0.0,33.6,35.0
2015-04-12 15:43:12,1.85,1.85,1.85,1.85,1.85,15989,0.87209,28.987,87.209,4.8,0.0,16.466,0.0,0.0,1403.0,0.0,1.3,0.0,1362.0,233085.8,-18776.7,403.0,29497.8,8539.5,31.92,5.05,4.932,101.3,101.3,101.3,97.94,28.52,28.75,28.14,32.97,15.172,178.35,5703.04663333,11142.8092417,17.3833333333,297.4,5703.0451,11142.8073,0.9,0.0,0.16,19.0,1.0,22.9,20.94,959.7,1.08,0.0,33.6,35.0
2015-04-12 15:43:13,0.998,0.998,0.998,0.998,0.998,15990,0.88636,28.987,88.636,4.7,105.47,15.224,57.0,0.0,1370.0,0.0,1.1,0.0,1353.0,155722.4,-17107.6,402.5,30589.3,8362.6,31.28,4.652,4.797,101.3,101.3,101.3,97.55,28.6,28.82,28.18,33.0,14.643,178.0,5703.0419,11142.80945,17.2,297.6,5703.0402,11142.8077,0.9,0.0,0.43,18.9,1.0,49.8,20.77,959.7,1.06,0.0,33.6,35.0
2015-04-12 15:43:14,0.526,0.526,0.526,0.526,0.526,15991,0.89063,28.987,89.063,4.7,58.659,13.981,25.0,0.0,1579.5,52.3,1.8,21.0,1362.0,78359.0,-15438.5,402.0,31680.8,8185.7,31.37,4.813,4.973,101.3,101.3,101.3,97.35,28.62,28.83,28.16,32.97,14.711,177.65,5703.03716667,11142.8096583,17.0166666667,297.7,5703.0353,11142.8086,0.8,0.0,0.43,18.9,1.6,49.8,20.77,959.7,1.05,0.0,33.6,35.0
2015-04-12 15:43:15,0.295,0.295,0.295,0.295,0.295,15992,0.88586,28.987,88.586,4.6,136.193,13.359,68.0,0.0,1537.5,0.0,1.9,0.0,1341.0,995.6,-13769.4,402.0,35227.9,6553.1,31.41,5.058,4.933,101.3,101.3,101.3,97.54,28.6,28.82,28.14,33.0,15.691,177.3,5703.03243333,11142.8098667,16.8333333333,299.2,5703.0313,11142.8087,1.1,0.0,0.43,18.9,2.4,49.8,20.77,959.7,1.05,0.0,33.6,35.0
2015-04-12 15:43:16,0.288,0.288,0.288,0.288,0.288,15993,0.87461,28.987,87.461,4.5,157.274,13.359,82.0,0.0,1537.5,16.4,1.9,16.0,1317.0,-76367.8,-12100.3,402.0,36163.1,5693.3,31.68,5.145,5.075,101.3,101.3,101.3,97.42,28.6,28.81,28.11,32.97,15.395,176.95,5703.0277,11142.810075,16.65,299.6,5703.0266,11142.81,0.9,0.0,0.43,18.8,2.4,57.05,20.545,959.7,1.05,0.0,33.6,35.05
2015-04-12 15:43:17,0.449,0.449,0.449,0.449,0.449,15994,0.85878,28.987,85.878,4.5,162.465,13.981,86.0,0.0,1598.0,0.0,1.5,0.0,1315.0,-153731.2,-10431.2,402.0,37098.3,4833.5,31.14,5.115,5.077,101.3,101.3,101.3,97.22,28.63,28.83,28.14,32.98,15.451,176.6,5703.02296667,11142.8102833,16.4666666667,300.4,5703.0223,11142.8109,0.9,0.0,0.43,18.7,2.4,64.3,20.32,959.7,1.05,0.0,33.6,35.1
2015-04-12 15:43:18,0.374,0.374,0.374,0.374,0.374,15995,0.84035,28.987,84.035,4.5,173.401,14.292,82.0,0.0,1660.0,90.7,1.9,44.0,1536.0,-231094.6,-8762.1,402.0,37960.6,3265.8,31.1,5.081,4.941,101.3,101.3,101.3,97.46,28.62,28.84,28.11,33.01,15.87,176.25,5703.01823333,11142.8104917,16.2833333333,300.4,5703.0178,11142.8111,0.8,0.0,1.13,18.6,2.4,64.3,20.19,959.7,1.03,0.0,33.6,35.1
2015-04-12 15:43:19,0.322,0.322,0.322,0.322,0.322,15996,0.82097,28.987,82.097,4.5,122.126,14.292,60.0,0.0,1633.5,0.0,2.6,13.0,1687.0,-308458.0,-7093.0,402.0,37043.2,2861.95,30.81,4.976,4.918,101.3,101.3,101.3,97.7,28.59,28.81,28.1,33.0,16.43,175.9,5703.0135,11142.8107,16.1,300.6,5703.0135,11142.8107,0.9,0.0,1.13,18.6,3.0,55.8,20.19,959.7,1.03,0.0,33.6,35.1
2015-04-12 15:43:20,0.521,0.521,0.521,0.521,0.521,15997,0.80079,28.987,80.079,4.4,107.993,14.292,53.0,0.0,1624.0,0.0,1.9,0.0,1755.0,-268670.1,-6603.7,402.0,36125.8,2458.1,31.08,5.143,4.859,101.3,101.3,101.3,97.87,28.55,28.79,28.07,33.02,16.32,175.788333333,5703.00919333,11142.8071,16.0066666667,300.1,5703.0089,11142.8104,0.9,0.0,1.14,18.6,3.0,55.8,20.19,959.7,1.04,0.0,33.6,35.1
2015-04-12 15:43:21,0.759,0.759,0.759,0.759,0.759,15998,0.77966,28.987,77.966,4.4,126.353,13.359,63.0,0.0,1555.0,0.0,1.9,0.0,1781.0,-228882.2,-6114.4,402.0,31801.9,2021.0,31.27,4.726,5.082,101.3,101.3,101.3,97.53,28.6,28.82,28.05,32.97,15.841,175.676666667,5703.00488667,11142.8035,15.9133333333,299.9,5703.0041,11142.8099,0.8,0.0,1.14,18.7,3.1,41.5,20.39,959.7,1.04,0.0,33.6,35.1
2015-04-12 15:43:22,2.27,2.28,2.27,2.27,2.28,15999,0.75895,28.987,75.895,4.4,131.504,13.359,66.0,0.0,1551.0,0.0,1.7,0.0,1807.0,-189094.3,-5625.1,402.0,31543.5,1896.2,31.31,5.065,4.809,101.3,101.3,101.3,97.42,28.59,28.86,28.07,32.99,15.439,175.565,5703.00058,11142.7999,15.82,298.7,5702.9988,11142.8093,0.9,0.0,1.14,18.7,3.1,41.5,20.565,959.7,1.04,0.0,33.6,35.1
2015-04-12 15:43:23,6.34,6.34,6.34,6.34,6.34,16000,0.73865,28.987,73.865,4.4,140.446,13.359,70.0,0.0,1521.5,0.0,1.5,0.0,1800.0,-149306.4,-5135.8,402.0,31285.1,1771.4,31.07,5.05,5.169,101.3,101.3,101.3,97.57,28.59,28.84,28.05,32.97,16.193,175.453333333,5702.99627333,11142.7963,15.7266666667,299.2,5702.9931,11142.8088,0.9,0.0,1.14,18.7,3.1,41.5,20.74,959.7,1.04,0.0,33.6,35.1
2015-04-12 15:43:24,10.4,10.4,10.4,10.4,10.4,16001,0.72152,28.987,72.152,4.4,138.108,13.359,69.0,0.0,1548.0,0.0,1.5,0.0,1841.0,-109518.5,-4646.5,402.0,32174.7,1697.8,30.67,5.089,5.131,101.3,101.3,101.3,97.94,28.57,28.81,28.06,33.02,16.755,175.341666667,5702.99196667,11142.7927,15.6333333333,299.1,5702.9876,11142.8079,0.8,0.0,1.14,18.6,2.6,29.8,20.74,959.7,1.04,0.0,33.6,35.0
