,et_eng_fuel_rate,et_eng_ground_spd,et_eng_load,et_eng_rpm
2015-04-12 13:29:09,8.0,0.0,7.0,700.0
2015-04-12 13:29:10,8.0,0.0,7.0,700.0
2015-04-12 13:29:11,8.0,0.0,7.0,700.0
2015-04-12 13:29:12,8.0,0.0,7.0,700.0
2015-04-12 13:29:13,8.1,0.0,7.0,700.0
2015-04-12 13:29:14,8.0,0.0,7.0,700.0
2015-04-12 13:29:15,8.0,0.0,7.0,700.0
2015-04-12 13:29:16,7.9,0.0,7.0,700.0
2015-04-12 13:29:17,7.9,-0.1,7.0,700.0
2015-04-12 13:29:18,8.0,0.0,7.0,700.0
2015-04-12 13:29:19,7.9,-0.1,7.0,700.0
2015-04-12 13:29:20,8.0,0.0,7.0,701.0
2015-04-12 13:29:21,8.0,0.0,7.0,700.0
2015-04-12 13:29:22,8.5,0.0,7.0,697.0
2015-04-12 13:29:23,8.9,0.0,8.0,697.0
2015-04-12 13:29:24,8.9,0.0,8.0,699.0
2015-04-12 13:29:25,8.5,0.0,8.0,701.0
2015-04-12 13:29:26,7.9,0.0,7.0,704.0
2015-04-12 13:29:27,7.9,0.0,7.0,701.0
2015-04-12 13:29:28,7.9,0.0,7.0,700.0
2015-04-12 13:29:29,8.0,0.0,7.0,700.0
2015-04-12 13:29:30,8.0,0.0,7.0,700.0
2015-04-12 13:29:31,8.0,0.0,7.0,700.0
2015-04-12 13:29:32,8.1,0.0,7.0,699.0
2015-04-12 13:29:33,8.0,0.0,7.0,701.0
2015-04-12 13:29:34,7.9,0.0,7.0,701.0
2015-04-12 13:29:35,8.0,0.0,7.0,698.0
2015-04-12 13:29:36,9.4,0.0,8.0,692.0
2015-04-12 13:29:37,9.6,0.0,9.0,698.0
2015-04-12 13:29:38,9.1,0.0,9.0,699.0
2015-04-12 13:29:39,7.8,0.0,7.0,707.0
2015-04-12 13:29:40,7.8,0.0,7.0,701.0
2015-04-12 13:29:41,7.8,0.0,7.0,700.0
2015-04-12 13:29:42,7.9,0.0,7.0,700.0
2015-04-12 13:29:43,7.9,0.0,7.0,700.0
2015-04-12 13:29:44,7.9,0.0,7.0,700.0
2015-04-12 13:29:45,7.9,0.0,7.0,699.0
2015-04-12 13:29:46,8.0,0.0,7.0,700.0
2015-04-12 13:29:47,7.9,0.0,7.0,700.0
2015-04-12 13:29:48,7.9,0.0,7.0,700.0
2015-04-12 13:29:49,8.0,0.0,7.0,700.0
2015-04-12 13:29:50,8.0,0.0,7.0,700.0
2015-04-12 13:29:51,8.0,0.0,7.0,700.0
2015-04-12 13:29:52,7.9,0.0,7.0,700.0
2015-04-12 13:29:53,7.9,0.0,7.0,700.0
2015-04-12 13:29:54,8.0,0.0,7.0,700.0
2015-04-12 13:29:55,7.9,0.0,7.0,700.0
2015-04-12 13:29:56,8.0,0.0,7.0,700.0
2015-04-12 13:29:57,7.9,0.0,7.0,700.0
2015-04-12 13:29:58,8.0,0.0,7.0,700.0
2015-04-12 13:29:59,8.0,0.0,7.0,700.0
2015-04-12 13:30:00,8.0,0.0,7.0,700.0
2015-04-12 13:30:01,8.0,0.0,7.0,700.0
2015-04-12 13:30:02,8.0,0.0,7.0,700.0
2015-04-12 13:30:03,7.9,0.0,7.0,700.0
2015-04-12 13:30:04,7.9,0.0,7.0,700.0
2015-04-12 13:30:05,8.0,0.0,7.0,700.0
2015-04-12 13:30:06,8.0,-0.1,7.0,701.0
2015-04-12 13:30:07,8.0,0.0,7.0,700.0
2015-04-12 13:30:08,8.0,0.0,7.0,701.0
2015-04-12 13:30:09,7.9,0.0,7.0,700.0
2015-04-12 13:30:10,8.0,0.0,7.0,700.0
2015-04-12 13:30:11,8.0,0.0,7.0,700.0
2015-04-12 13:30:12,7.9,0.0,7.0,700.0
2015-04-12 13:30:13,7.9,0.0,7.0,701.0
2015-04-12 13:30:14,7.9,0.0,7.0,700.0
2015-04-12 13:30:15,7.8,0.0,7.0,700.0
2015-04-12 13:30:16,8.0,0.0,7.0,700.0
2015-04-12 13:30:17,7.9,0.0,7.0,700.0
2015-04-12 13:30:18,8.0,0.0,7.0,700.0
2015-04-12 13:30:19,8.0,0.0,7.0,700.0
2015-04-12 13:30:20,8.0,0.0,7.0,700.0
2015-04-12 13:30:21,8.0,0.0,7.0,700.0
2015-04-12 13:30:22,8.0,0.0,7.0,700.0
2015-04-12 13:30:23,8.0,0.0,7.0,700.0
2015-04-12 13:30:24,8.0,0.0,7.0,700.0
2015-04-12 13:30:25,7.9,0.0,7.0,699.0
2015-04-12 13:30:26,7.9,0.0,7.0,700.0
2015-04-12 13:30:27,8.0,0.0,7.0,700.0
2015-04-12 13:30:28,8.0,0.0,7.0,700.0
2015-04-12 13:30:29,8.0,0.0,7.0,701.0
2015-04-12 13:30:30,7.9,0.0,7.0,701.0
2015-04-12 13:30:31,7.9,0.0,7.0,701.0
2015-04-12 13:30:32,7.9,0.0,7.0,700.0
2015-04-12 13:30:33,8.0,0.0,7.0,700.0
2015-04-12 13:30:34,7.9,0.0,7.0,700.0
2015-04-12 13:30:35,8.1,0.0,7.0,700.0
2015-04-12 13:30:36,9.7,0.0,9.0,692.0
2015-04-12 13:30:37,9.6,0.0,9.0,697.0
2015-04-12 13:30:38,9.1,0.0,9.0,699.0
2015-04-12 13:30:39,8.4,0.0,8.0,701.0
2015-04-12 13:30:40,8.8,0.0,8.0,700.0
2015-04-12 13:30:41,9.0,0.0,8.0,699.0
2015-04-12 13:30:42,8.2,0.0,8.0,700.0
2015-04-12 13:30:43,8.0,0.0,7.0,703.0
2015-04-12 13:30:44,7.9,0.0,7.0,701.0
2015-04-12 13:30:45,7.9,0.0,7.0,701.0
2015-04-12 13:30:46,8.0,0.0,7.0,700.0
2015-04-12 13:30:47,8.0,0.0,7.0,700.0
2015-04-12 13:30:48,7.9,0.0,7.0,700.0
2015-04-12 13:30:49,8.0,0.0,7.0,699.0
2015-04-12 13:30:50,7.9,0.0,7.0,700.0
2015-04-12 13:30:51,8.0,0.0,7.0,700.0
2015-04-12 13:30:52,8.0,0.0,7.0,700.0
2015-04-12 13:30:53,7.9,0.0,7.0,700.0
2015-04-12 13:30:54,8.0,0.0,7.0,700.0
2015-04-12 13:30:55,8.0,0.0,7.0,700.0
2015-04-12 13:30:56,8.0,0.0,7.0,700.0
2015-04-12 13:30:57,8.0,0.0,7.0,700.0
2015-04-12 13:30:58,7.9,0.0,7.0,700.0
2015-04-12 13:30:59,8.0,0.0,7.0,700.0
2015-04-12 13:31:00,8.0,0.0,7.0,700.0
2015-04-12 13:31:01,8.0,0.0,7.0,700.0
2015-04-12 13:31:02,8.0,0.0,7.0,700.0
2015-04-12 13:31:03,8.0,0.0,7.0,700.0
2015-04-12 13:31:04,7.9,0.0,7.0,700.0
2015-04-12 13:31:05,8.0,0.0,7.0,700.0
2015-04-12 13:31:06,7.9,0.0,7.0,700.0
2015-04-12 13:31:07,8.0,0.0,7.0,700.0
2015-04-12 13:31:08,7.9,0.0,7.0,700.0
2015-04-12 13:31:09,8.0,0.0,7.0,700.0
2015-04-12 13:31:10,7.9,0.0,7.0,700.0
2015-04-12 13:31:11,8.0,0.0,7.0,700.0
2015-04-12 13:31:12,8.0,0.0,7.0,700.0
2015-04-12 13:31:13,8.0,0.0,7.0,700.0
2015-04-12 13:31:14,8.0,0.0,7.0,700.0
2015-04-12 13:31:15,8.0,0.0,7.0,700.0
2015-04-12 13:31:16,7.9,0.0,7.0,700.0
2015-04-12 13:31:17,7.9,0.0,7.0,700.0
2015-04-12 13:31:18,7.9,0.0,7.0,701.0
2015-04-12 13:31:19,8.0,0.0,7.0,700.0
2015-04-12 13:31:20,8.0,0.0,7.0,700.0
2015-04-12 13:31:21,7.9,0.0,7.0,700.0
2015-04-12 13:31:22,7.9,0.0,7.0,700.0
2015-04-12 13:31:23,8.0,0.0,7.0,700.0
2015-04-12 13:31:24,8.0,0.0,7.0,700.0
2015-04-12 13:31:25,8.0,0.0,7.0,701.0
2015-04-12 13:31:26,8.0,0.0,7.0,700.0
2015-04-12 13:31:27,8.0,0.0,7.0,700.0
2015-04-12 13:31:28,7.9,0.0,7.0,701.0
2015-04-12 13:31:29,7.9,0.0,7.0,700.0
2015-04-12 13:31:30,8.0,0.0,7.0,700.0
2015-04-12 13:31:31,8.0,0.0,7.0,700.0
2015-04-12 13:31:32,8.0,0.0,7.0,700.0
2015-04-12 13:31:33,8.0,0.0,7.0,700.0
2015-04-12 13:31:34,7.9,0.0,7.0,699.0
2015-04-12 13:31:35,8.1,0.0,7.0,700.0
2015-04-12 13:31:36,9.3,0.0,8.0,691.0
2015-04-12 13:31:37,9.7,0.0,9.0,696.0
2015-04-12 13:31:38,9.7,0.0,9.0,700.0
2015-04-12 13:31:39,7.9,0.0,7.0,709.0
2015-04-12 13:31:40,7.8,0.0,7.0,703.0
2015-04-12 13:31:41,7.9,0.0,7.0,700.0
2015-04-12 13:31:42,7.9,0.0,7.0,700.0
2015-04-12 13:31:43,8.0,0.0,7.0,699.0
2015-04-12 13:31:44,8.0,0.0,7.0,700.0
2015-04-12 13:31:45,7.9,0.0,7.0,700.0
2015-04-12 13:31:46,8.0,0.0,7.0,700.0
2015-04-12 13:31:47,8.0,0.0,7.0,700.0
2015-04-12 13:31:48,8.0,0.0,7.0,700.0
2015-04-12 13:31:49,7.9,0.0,7.0,700.0
2015-04-12 13:31:50,8.0,0.0,7.0,700.0
2015-04-12 13:31:51,8.0,0.0,7.0,701.0
2015-04-12 13:31:52,7.9,0.0,7.0,700.0
2015-04-12 13:31:53,8.0,0.0,7.0,700.0
2015-04-12 13:31:54,8.0,0.0,7.0,700.0
2015-04-12 13:31:55,8.0,0.0,7.0,700.0
2015-04-12 13:31:56,8.6,0.0,8.0,696.0
2015-04-12 13:31:57,8.8,0.0,8.0,698.0
2015-04-12 13:31:58,9.0,0.0,8.0,699.0
2015-04-12 13:31:59,8.2,0.0,8.0,705.0
2015-04-12 13:32:00,8.1,0.0,7.0,702.0
2015-04-12 13:32:01,8.0,0.0,7.0,701.0
2015-04-12 13:32:02,8.0,0.0,7.0,700.0
2015-04-12 13:32:03,8.0,0.0,7.0,699.0
2015-04-12 13:32:04,8.1,0.0,7.0,700.0
2015-04-12 13:32:05,8.1,0.0,7.0,700.0
2015-04-12 13:32:06,8.1,0.0,7.0,700.0
2015-04-12 13:32:07,8.1,0.0,7.0,700.0
2015-04-12 13:32:08,8.0,0.0,7.0,700.0
2015-04-12 13:32:09,8.1,0.0,7.0,699.0
2015-04-12 13:32:10,8.0,0.0,7.0,700.0
2015-04-12 13:32:11,7.9,0.0,7.0,700.0
2015-04-12 13:32:12,7.9,0.0,7.0,700.0
2015-04-12 13:32:13,8.0,0.0,7.0,700.0
2015-04-12 13:32:14,8.0,0.0,7.0,700.0
2015-04-12 13:32:15,8.1,0.0,7.0,700.0
2015-04-12 13:32:16,8.0,0.0,7.0,700.0
2015-04-12 13:32:17,8.0,0.0,7.0,700.0
2015-04-12 13:32:18,8.0,0.0,7.0,700.0
2015-04-12 13:32:19,8.0,0.0,7.0,700.0
2015-04-12 13:32:20,8.0,0.0,7.0,700.0
2015-04-12 13:32:21,8.1,0.0,7.0,700.0
2015-04-12 13:32:22,8.0,0.0,7.0,700.0
2015-04-12 13:32:23,8.1,0.0,7.0,700.0
2015-04-12 13:32:24,8.0,0.1,7.0,700.0
2015-04-12 13:32:25,7.9,0.1,7.0,699.0
2015-04-12 13:32:26,8.0,0.0,7.0,701.0
2015-04-12 13:32:27,8.0,0.0,7.0,700.0
2015-04-12 13:32:28,8.1,0.0,7.0,700.0
2015-04-12 13:32:29,7.9,0.0,7.0,699.0
2015-04-12 13:32:30,8.0,0.0,7.0,700.0
2015-04-12 13:32:31,8.0,0.0,7.0,700.0
2015-04-12 13:32:32,8.0,0.0,7.0,700.0
2015-04-12 13:32:33,7.9,0.0,7.0,701.0
2015-04-12 13:32:34,8.0,0.0,7.0,701.0
2015-04-12 13:32:35,8.0,0.0,7.0,700.0
2015-04-12 13:32:36,8.0,0.0,7.0,701.0
2015-04-12 13:32:37,7.9,0.0,7.0,700.0
2015-04-12 13:32:38,7.9,0.0,7.0,701.0
2015-04-12 13:32:39,8.0,0.0,7.0,700.0
2015-04-12 13:32:40,7.9,0.0,7.0,701.0
2015-04-12 13:32:41,9.2,0.0,8.0,693.0
2015-04-12 13:32:42,9.6,0.0,9.0,695.0
2015-04-12 13:32:43,9.6,0.0,9.0,698.0
2015-04-12 13:32:44,8.1,0.0,7.0,709.0
2015-04-12 13:32:45,7.9,0.0,7.0,707.0
2015-04-12 13:32:46,7.9,0.0,7.0,701.0
2015-04-12 13:32:47,7.9,0.0,7.0,700.0
2015-04-12 13:32:48,8.0,0.0,7.0,700.0
2015-04-12 13:32:49,8.0,0.0,7.0,700.0
2015-04-12 13:32:50,8.1,0.0,7.0,700.0
2015-04-12 13:32:51,8.1,0.0,7.0,700.0
2015-04-12 13:32:52,8.1,0.0,7.0,700.0
2015-04-12 13:32:53,8.0,0.0,7.0,700.0
2015-04-12 13:32:54,8.0,0.0,7.0,700.0
2015-04-12 13:32:55,8.1,0.0,7.0,700.0
2015-04-12 13:32:56,8.0,0.0,7.0,700.0
2015-04-12 13:32:57,8.0,0.0,7.0,701.0
2015-04-12 13:32:58,8.1,0.1,7.0,700.0
2015-04-12 13:32:59,7.9,0.0,7.0,701.0
2015-04-12 13:33:00,8.0,0.0,7.0,700.0
2015-04-12 13:33:01,8.0,0.0,7.0,700.0
2015-04-12 13:33:02,8.0,0.0,7.0,700.0
2015-04-12 13:33:03,8.0,0.0,7.0,700.0
2015-04-12 13:33:04,8.0,0.0,7.0,700.0
2015-04-12 13:33:05,8.0,0.0,7.0,700.0
2015-04-12 13:33:06,8.0,0.0,7.0,700.0
2015-04-12 13:33:07,8.1,0.0,7.0,700.0
2015-04-12 13:33:08,7.9,0.1,7.0,701.0
2015-04-12 13:33:09,8.0,0.0,7.0,700.0
2015-04-12 13:33:10,8.0,0.0,7.0,700.0
2015-04-12 13:33:11,7.9,0.0,7.0,700.0
2015-04-12 13:33:12,8.1,0.0,7.0,699.0
2015-04-12 13:33:13,8.7,0.0,8.0,697.0
2015-04-12 13:33:14,8.9,0.0,8.0,698.0
2015-04-12 13:33:15,9.1,0.0,8.0,699.0
2015-04-12 13:33:16,8.0,0.0,8.0,705.0
2015-04-12 13:33:17,8.0,0.0,7.0,702.0
2015-04-12 13:33:18,8.0,0.0,7.0,700.0
2015-04-12 13:33:19,8.1,0.0,7.0,700.0
2015-04-12 13:33:20,8.0,0.0,7.0,700.0
2015-04-12 13:33:21,8.0,0.0,7.0,700.0
2015-04-12 13:33:22,8.0,0.1,7.0,700.0
2015-04-12 13:33:23,8.0,0.0,7.0,700.0
2015-04-12 13:33:24,8.0,0.0,7.0,700.0
2015-04-12 13:33:25,8.0,0.0,7.0,701.0
2015-04-12 13:33:26,7.9,0.0,7.0,701.0
2015-04-12 13:33:27,8.0,0.0,7.0,700.0
2015-04-12 13:33:28,8.0,0.0,7.0,700.0
2015-04-12 13:33:29,8.0,0.0,7.0,700.0
2015-04-12 13:33:30,8.0,0.0,7.0,701.0
2015-04-12 13:33:31,8.0,0.1,7.0,700.0
2015-04-12 13:33:32,7.9,0.0,7.0,700.0
2015-04-12 13:33:33,8.0,0.0,7.0,699.0
2015-04-12 13:33:34,8.0,0.0,7.0,700.0
2015-04-12 13:33:35,8.0,0.0,7.0,700.0
2015-04-12 13:33:36,8.0,0.0,7.0,700.0
2015-04-12 13:33:37,8.0,0.0,7.0,700.0
2015-04-12 13:33:38,8.0,0.0,7.0,700.0
2015-04-12 13:33:39,8.0,0.0,7.0,700.0
2015-04-12 13:33:40,8.0,0.0,7.0,700.0
2015-04-12 13:33:41,8.1,0.0,7.0,700.0
2015-04-12 13:33:42,9.2,0.0,8.0,692.0
2015-04-12 13:33:43,9.7,0.0,9.0,695.0
2015-04-12 13:33:44,9.7,0.0,9.0,699.0
2015-04-12 13:33:45,8.1,0.0,9.0,708.0
2015-04-12 13:33:46,7.9,0.0,7.0,704.0
2015-04-12 13:33:47,7.9,0.1,7.0,701.0
2015-04-12 13:33:48,8.0,0.0,7.0,700.0
2015-04-12 13:33:49,7.9,0.0,7.0,701.0
2015-04-12 13:33:50,7.9,0.1,7.0,700.0
2015-04-12 13:33:51,8.0,0.0,7.0,700.0
2015-04-12 13:33:52,8.1,0.0,7.0,700.0
2015-04-12 13:33:53,8.0,0.0,7.0,701.0
2015-04-12 13:33:54,8.0,0.0,7.0,700.0
2015-04-12 13:33:55,7.8,0.0,7.0,701.0
2015-04-12 13:33:56,8.0,0.0,7.0,700.0
2015-04-12 13:33:57,8.0,0.0,7.0,700.0
2015-04-12 13:33:58,8.1,0.0,7.0,700.0
2015-04-12 13:33:59,8.0,0.0,7.0,700.0
2015-04-12 13:34:00,8.0,0.0,7.0,700.0
2015-04-12 13:34:01,8.0,0.0,7.0,699.0
2015-04-12 13:34:02,7.9,0.0,7.0,700.0
2015-04-12 13:34:03,8.0,0.0,7.0,700.0
2015-04-12 13:34:04,8.0,0.1,7.0,700.0
2015-04-12 13:34:05,8.1,0.0,7.0,700.0
2015-04-12 13:34:06,8.0,0.0,7.0,700.0
2015-04-12 13:34:07,8.1,0.0,7.0,700.0
2015-04-12 13:34:08,8.0,0.0,7.0,700.0
2015-04-12 13:34:09,8.2,0.0,7.0,701.0
2015-04-12 13:34:10,22.3,0.1,16.0,647.0
2015-04-12 13:34:11,22.4,0.2,19.0,680.0
2015-04-12 13:34:12,23.0,0.2,20.0,694.0
2015-04-12 13:34:13,22.7,0.2,20.0,700.0
2015-04-12 13:34:14,22.7,0.3,19.0,701.0
2015-04-12 13:34:15,22.6,0.3,19.0,701.0
2015-04-12 13:34:16,22.5,0.3,19.0,699.0
2015-04-12 13:34:17,22.6,0.3,19.0,700.0
2015-04-12 13:34:18,22.6,0.3,19.0,700.0
2015-04-12 13:34:19,22.5,0.3,19.0,700.0
2015-04-12 13:34:20,21.8,0.3,18.0,706.0
2015-04-12 13:34:21,21.5,0.3,18.0,703.0
2015-04-12 13:34:22,21.5,0.4,18.0,701.0
2015-04-12 13:34:23,21.6,0.3,18.0,700.0
2015-04-12 13:34:24,21.6,0.3,18.0,700.0
2015-04-12 13:34:25,21.7,0.3,18.0,700.0
2015-04-12 13:34:26,21.7,0.3,18.0,700.0
2015-04-12 13:34:27,21.7,0.3,18.0,700.0
2015-04-12 13:34:28,21.6,0.3,18.0,700.0
2015-04-12 13:34:29,21.7,0.3,18.0,700.0
2015-04-12 13:34:30,21.7,0.3,18.0,700.0
2015-04-12 13:34:31,21.7,0.3,18.0,700.0
2015-04-12 13:34:32,21.6,0.3,18.0,700.0
2015-04-12 13:34:33,21.7,0.3,18.0,700.0
2015-04-12 13:34:34,21.6,0.3,18.0,700.0
2015-04-12 13:34:35,21.6,0.3,18.0,700.0
2015-04-12 13:34:36,21.6,0.3,18.0,700.0
2015-04-12 13:34:37,21.6,0.3,18.0,701.0
2015-04-12 13:34:38,21.7,0.3,18.0,699.0
2015-04-12 13:34:39,21.7,0.3,18.0,700.0
2015-04-12 13:34:40,22.0,0.3,18.0,696.0
2015-04-12 13:34:41,9.1,0.2,9.0,738.0
2015-04-12 13:34:42,7.3,0.2,6.0,724.0
2015-04-12 13:34:43,7.5,0.2,6.0,704.0
2015-04-12 13:34:44,7.8,0.1,7.0,700.0
2015-04-12 13:34:45,8.0,0.1,7.0,698.0
2015-04-12 13:34:46,8.7,0.1,7.0,690.0
2015-04-12 13:34:47,13.1,0.1,9.0,692.0
2015-04-12 13:34:48,14.3,0.1,11.0,691.0
2015-04-12 13:34:49,11.8,0.1,10.0,703.0
2015-04-12 13:34:50,11.3,0.1,9.0,703.0
2015-04-12 13:34:51,11.3,0.1,9.0,701.0
2015-04-12 13:34:52,11.1,0.1,9.0,701.0
2015-04-12 13:34:53,11.2,0.1,9.0,700.0
2015-04-12 13:34:54,11.5,0.1,9.0,700.0
2015-04-12 13:34:55,11.8,0.1,9.0,699.0
2015-04-12 13:34:56,11.5,0.1,9.0,701.0
2015-04-12 13:34:57,11.7,0.0,9.0,700.0
2015-04-12 13:34:58,22.5,0.2,12.0,653.0
2015-04-12 13:34:59,47.8,0.1,48.0,812.0
2015-04-12 13:35:00,64.4,0.5,51.0,1064.0
2015-04-12 13:35:01,72.0,1.3,56.0,1106.0
2015-04-12 13:35:02,79.4,2.3,60.0,1164.0
2015-04-12 13:35:03,87.3,3.4,64.0,1183.0
2015-04-12 13:35:04,94.8,4.3,62.0,1258.0
2015-04-12 13:35:05,103.3,5.2,63.0,1390.0
2015-04-12 13:35:06,55.0,5.9,52.0,1445.0
2015-04-12 13:35:07,112.9,6.1,62.0,1515.0
2015-04-12 13:35:08,128.6,8.2,73.0,1547.0
2015-04-12 13:35:09,149.3,10.7,70.0,1607.0
2015-04-12 13:35:10,181.5,13.4,88.0,1696.0
2015-04-12 13:35:11,16.8,12.7,93.0,1780.0
2015-04-12 13:35:12,146.0,13.6,79.0,1429.0
2015-04-12 13:35:13,193.1,16.8,96.0,1726.0
2015-04-12 13:35:14,160.7,21.4,95.0,1867.0
2015-04-12 13:35:15,157.8,15.5,85.0,1445.0
2015-04-12 13:35:16,183.6,19.6,90.0,1511.0
2015-04-12 13:35:17,123.0,21.7,52.0,1506.0
2015-04-12 13:35:18,10.2,8.4,0.0,1367.0
2015-04-12 13:35:19,108.2,5.9,5.0,1342.0
2015-04-12 13:35:20,0.0,4.3,0.0,1655.0
2015-04-12 13:35:21,0.0,2.7,0.0,1456.0
2015-04-12 13:35:22,0.0,1.8,0.0,1347.0
2015-04-12 13:35:23,0.0,2.3,45.0,1523.0
2015-04-12 13:35:24,0.0,1.7,0.0,1479.0
2015-04-12 13:35:25,0.0,1.2,0.0,1390.0
2015-04-12 13:35:26,0.0,1.1,0.0,1301.0
2015-04-12 13:35:27,0.0,1.0,0.0,1048.0
2015-04-12 13:35:28,5.2,0.8,0.0,793.0
2015-04-12 13:35:29,21.9,0.7,15.0,653.0
2015-04-12 13:35:30,23.1,0.6,21.0,677.0
2015-04-12 13:35:31,22.5,0.6,20.0,697.0
2015-04-12 13:35:32,21.4,0.5,19.0,707.0
2015-04-12 13:35:33,12.6,0.4,17.0,717.0
2015-04-12 13:35:34,7.8,0.4,9.0,730.0
2015-04-12 13:35:35,7.6,0.3,6.0,713.0
2015-04-12 13:35:36,8.1,0.3,7.0,702.0
2015-04-12 13:35:37,8.2,0.2,7.0,699.0
2015-04-12 13:35:38,7.6,0.2,6.0,704.0
2015-04-12 13:35:39,7.3,0.2,6.0,703.0
2015-04-12 13:35:40,7.3,0.2,6.0,701.0
2015-04-12 13:35:41,7.4,0.1,6.0,699.0
2015-04-12 13:35:42,7.5,0.2,6.0,699.0
2015-04-12 13:35:43,7.5,0.1,6.0,699.0
2015-04-12 13:35:44,7.5,0.1,6.0,700.0
2015-04-12 13:35:45,7.5,0.1,6.0,701.0
2015-04-12 13:35:46,7.5,0.1,6.0,700.0
2015-04-12 13:35:47,7.5,0.1,6.0,699.0
2015-04-12 13:35:48,7.6,0.1,6.0,700.0
2015-04-12 13:35:49,7.5,0.1,6.0,700.0
2015-04-12 13:35:50,7.5,0.1,6.0,700.0
2015-04-12 13:35:51,7.5,0.1,6.0,700.0
2015-04-12 13:35:52,7.5,0.1,6.0,700.0
2015-04-12 13:35:53,7.5,0.1,6.0,700.0
2015-04-12 13:35:54,7.5,0.1,6.0,700.0
2015-04-12 13:35:55,7.6,0.1,7.0,699.0
2015-04-12 13:35:56,7.5,0.1,6.0,700.0
2015-04-12 13:35:57,7.5,0.1,6.0,700.0
2015-04-12 13:35:58,7.5,0.1,6.0,700.0
2015-04-12 13:35:59,7.6,0.1,6.0,700.0
2015-04-12 13:36:00,7.5,0.1,6.0,700.0
2015-04-12 13:36:01,7.6,0.1,6.0,700.0
2015-04-12 13:36:02,7.6,0.1,6.0,701.0
2015-04-12 13:36:03,7.6,0.1,6.0,700.0
2015-04-12 13:36:04,7.6,0.1,7.0,700.0
2015-04-12 13:36:05,7.7,0.2,7.0,700.0
2015-04-12 13:36:06,7.7,0.1,7.0,699.0
2015-04-12 13:36:07,7.7,0.1,6.0,701.0
2015-04-12 13:36:08,7.7,0.1,7.0,700.0
2015-04-12 13:36:09,7.6,0.1,7.0,700.0
2015-04-12 13:36:10,7.7,0.1,7.0,700.0
2015-04-12 13:36:11,7.7,0.1,7.0,700.0
2015-04-12 13:36:12,7.7,0.1,7.0,700.0
2015-04-12 13:36:13,7.7,0.1,6.0,699.0
2015-04-12 13:36:14,7.7,0.1,7.0,700.0
2015-04-12 13:36:15,7.8,0.1,7.0,700.0
2015-04-12 13:36:16,7.7,0.1,7.0,700.0
2015-04-12 13:36:17,7.7,0.1,7.0,700.0
2015-04-12 13:36:18,7.7,0.1,7.0,700.0
2015-04-12 13:36:19,7.7,0.1,7.0,700.0
2015-04-12 13:36:20,7.8,0.1,7.0,700.0
2015-04-12 13:36:21,7.8,0.1,7.0,700.0
2015-04-12 13:36:22,7.7,0.1,7.0,700.0
2015-04-12 13:36:23,7.8,0.1,7.0,699.0
2015-04-12 13:36:24,7.8,0.1,7.0,700.0
2015-04-12 13:36:25,7.7,0.1,7.0,700.0
2015-04-12 13:36:26,8.3,0.1,7.0,700.0
2015-04-12 13:36:27,9.4,0.1,9.0,694.0
2015-04-12 13:36:28,9.4,0.1,9.0,698.0
2015-04-12 13:36:29,7.9,0.1,8.0,708.0
2015-04-12 13:36:30,7.6,0.1,6.0,704.0
2015-04-12 13:36:31,7.6,0.1,6.0,701.0
2015-04-12 13:36:32,7.7,0.1,7.0,700.0
2015-04-12 13:36:33,7.8,0.1,7.0,700.0
2015-04-12 13:36:34,7.8,0.1,7.0,700.0
2015-04-12 13:36:35,7.8,0.1,7.0,700.0
2015-04-12 13:36:36,7.8,0.1,7.0,700.0
2015-04-12 13:36:37,7.8,0.1,7.0,700.0
2015-04-12 13:36:38,7.8,0.1,7.0,700.0
2015-04-12 13:36:39,7.8,0.1,7.0,700.0
2015-04-12 13:36:40,7.8,0.1,7.0,701.0
2015-04-12 13:36:41,7.8,0.1,7.0,700.0
2015-04-12 13:36:42,7.8,0.1,7.0,700.0
2015-04-12 13:36:43,7.8,0.1,7.0,700.0
2015-04-12 13:36:44,7.8,0.1,7.0,700.0
2015-04-12 13:36:45,7.8,0.1,7.0,701.0
2015-04-12 13:36:46,7.8,0.1,7.0,700.0
2015-04-12 13:36:47,7.8,0.1,7.0,700.0
2015-04-12 13:36:48,7.8,0.1,7.0,700.0
2015-04-12 13:36:49,7.7,0.1,7.0,701.0
2015-04-12 13:36:50,7.8,0.1,7.0,700.0
2015-04-12 13:36:51,7.8,0.1,7.0,700.0
2015-04-12 13:36:52,7.8,0.1,7.0,700.0
2015-04-12 13:36:53,8.4,0.1,7.0,697.0
2015-04-12 13:36:54,8.4,0.1,8.0,698.0
2015-04-12 13:36:55,8.9,0.1,8.0,697.0
2015-04-12 13:36:56,8.0,0.1,8.0,700.0
2015-04-12 13:36:57,7.8,0.1,7.0,705.0
2015-04-12 13:36:58,7.8,0.1,7.0,701.0
2015-04-12 13:36:59,7.8,0.1,7.0,700.0
2015-04-12 13:37:00,7.8,0.1,7.0,700.0
2015-04-12 13:37:01,7.8,0.1,7.0,700.0
2015-04-12 13:37:02,7.9,0.1,7.0,700.0
2015-04-12 13:37:03,7.9,0.1,7.0,700.0
2015-04-12 13:37:04,7.9,0.1,7.0,700.0
2015-04-12 13:37:05,7.8,0.1,7.0,700.0
2015-04-12 13:37:06,7.9,0.1,7.0,700.0
2015-04-12 13:37:07,21.5,0.2,7.0,657.0
2015-04-12 13:37:08,22.3,0.2,19.0,683.0
