,co2tpi_CO2ppm
2015-04-12 14:59:00,88774.6
2015-04-12 14:59:01,88514.5
2015-04-12 14:59:02,88254.4
2015-04-12 14:59:03,87890.5333333
2015-04-12 14:59:04,87526.6666667
2015-04-12 14:59:05,87162.8
2015-04-12 14:59:06,86266.2
2015-04-12 14:59:07,85526.4
2015-04-12 14:59:08,84786.6
2015-04-12 14:59:09,83823.5
2015-04-12 14:59:10,83315.95
2015-04-12 14:59:11,82808.4
2015-04-12 14:59:12,80057.5
2015-04-12 14:59:13,76848.5
2015-04-12 14:59:14,73639.5
2015-04-12 14:59:15,67955.5
2015-04-12 14:59:16,67571.65
2015-04-12 14:59:17,67187.8
2015-04-12 14:59:18,72558.5
2015-04-12 14:59:19,73839.1
2015-04-12 14:59:20,75119.7
2015-04-12 14:59:21,77934.0
2015-04-12 14:59:22,79277.35
2015-04-12 14:59:23,80620.7
2015-04-12 14:59:24,78050.4
2015-04-12 14:59:25,76588.15
2015-04-12 14:59:26,75125.9
2015-04-12 14:59:27,75255.2
2015-04-12 14:59:28,75384.5
2015-04-12 14:59:29,75513.8
2015-04-12 14:59:30,72439.5
2015-04-12 14:59:31,69755.05
2015-04-12 14:59:32,67070.6
2015-04-12 14:59:33,70223.3
2015-04-12 14:59:34,70953.0
2015-04-12 14:59:35,71682.7
2015-04-12 14:59:36,69119.4
2015-04-12 14:59:37,69474.35
2015-04-12 14:59:38,69829.3
2015-04-12 14:59:39,70849.0
2015-04-12 14:59:40,70929.05
2015-04-12 14:59:41,71009.1
2015-04-12 14:59:42,69763.5
2015-04-12 14:59:43,68058.35
2015-04-12 14:59:44,66353.2
2015-04-12 14:59:45,66380.8
2015-04-12 14:59:46,65869.2
2015-04-12 14:59:47,65357.6
2015-04-12 14:59:48,66123.8
2015-04-12 14:59:49,66195.2
2015-04-12 14:59:50,66266.6
2015-04-12 14:59:51,66840.9333333
2015-04-12 14:59:52,67415.2666667
2015-04-12 14:59:53,67989.6
2015-04-12 14:59:54,69666.0
2015-04-12 14:59:55,68179.1
2015-04-12 14:59:56,66692.2
2015-04-12 14:59:57,56539.0
2015-04-12 14:59:58,54421.0
2015-04-12 14:59:59,52303.0
2015-04-12 15:00:00,54289.8
2015-04-12 15:00:01,57571.95
2015-04-12 15:00:02,60854.1
2015-04-12 15:00:03,66857.4
2015-04-12 15:00:04,63097.9
2015-04-12 15:00:05,59338.4
2015-04-12 15:00:06,48122.1
2015-04-12 15:00:07,43613.35
2015-04-12 15:00:08,39104.6
2015-04-12 15:00:09,31714.6
2015-04-12 15:00:10,28815.95
2015-04-12 15:00:11,25917.3
2015-04-12 15:00:12,21652.1
2015-04-12 15:00:13,19845.25
2015-04-12 15:00:14,18038.4
2015-04-12 15:00:15,17037.4333333
2015-04-12 15:00:16,16036.4666667
2015-04-12 15:00:17,15035.5
2015-04-12 15:00:18,12566.8
2015-04-12 15:00:19,11523.75
2015-04-12 15:00:20,10480.7
2015-04-12 15:00:21,8821.1
2015-04-12 15:00:22,8118.05
2015-04-12 15:00:23,7415.0
2015-04-12 15:00:24,6265.9
2015-04-12 15:00:25,5811.7
2015-04-12 15:00:26,5357.5
2015-04-12 15:00:27,4636.8
2015-04-12 15:00:28,4332.65
2015-04-12 15:00:29,4028.5
2015-04-12 15:00:30,3582.9
2015-04-12 15:00:31,3413.2
2015-04-12 15:00:32,3243.5
2015-04-12 15:00:33,2910.3
2015-04-12 15:00:34,2759.45
2015-04-12 15:00:35,2608.6
2015-04-12 15:00:36,2404.4
2015-04-12 15:00:37,2298.15
2015-04-12 15:00:38,2191.9
2015-04-12 15:00:39,2140.2
2015-04-12 15:00:40,2088.5
2015-04-12 15:00:41,2036.8
2015-04-12 15:00:42,1881.3
2015-04-12 15:00:43,1823.65
2015-04-12 15:00:44,1766.0
2015-04-12 15:00:45,1659.6
2015-04-12 15:00:46,1616.85
2015-04-12 15:00:47,1574.1
2015-04-12 15:00:48,1495.3
2015-04-12 15:00:49,1459.7
2015-04-12 15:00:50,1424.1
2015-04-12 15:00:51,1361.3
2015-04-12 15:00:52,1333.2
2015-04-12 15:00:53,1305.1
2015-04-12 15:00:54,1254.8
2015-04-12 15:00:55,1233.45
2015-04-12 15:00:56,1212.1
2015-04-12 15:00:57,1177.3
2015-04-12 15:00:58,1161.1
2015-04-12 15:00:59,1144.9
2015-04-12 15:01:00,1116.1
2015-04-12 15:01:01,1101.85
2015-04-12 15:01:02,1087.6
2015-04-12 15:01:03,1078.5
2015-04-12 15:01:04,1069.4
2015-04-12 15:01:05,1060.3
2015-04-12 15:01:06,1031.1
2015-04-12 15:01:07,1022.95
2015-04-12 15:01:08,1014.8
2015-04-12 15:01:09,1002.0
2015-04-12 15:01:10,996.7
2015-04-12 15:01:11,991.4
2015-04-12 15:01:12,982.0
2015-04-12 15:01:13,976.05
2015-04-12 15:01:14,970.1
2015-04-12 15:01:15,957.9
2015-04-12 15:01:16,1014.1
2015-04-12 15:01:17,1070.3
2015-04-12 15:01:18,2359.4
2015-04-12 15:01:19,3304.2
2015-04-12 15:01:20,4249.0
2015-04-12 15:01:21,6173.3
2015-04-12 15:01:22,7040.7
2015-04-12 15:01:23,7908.1
2015-04-12 15:01:24,9354.4
2015-04-12 15:01:25,9985.85
2015-04-12 15:01:26,10617.3
2015-04-12 15:01:27,10958.7333333
2015-04-12 15:01:28,11300.1666667
2015-04-12 15:01:29,11641.6
2015-04-12 15:01:30,12567.7
2015-04-12 15:01:31,12957.9
2015-04-12 15:01:32,13348.1
2015-04-12 15:01:33,13990.0
2015-04-12 15:01:34,14258.2
2015-04-12 15:01:35,14526.4
2015-04-12 15:01:36,14993.6
2015-04-12 15:01:37,15207.05
2015-04-12 15:01:38,15420.5
2015-04-12 15:01:39,16003.6
2015-04-12 15:01:40,16325.65
2015-04-12 15:01:41,16647.7
2015-04-12 15:01:42,17345.8
2015-04-12 15:01:43,19940.5
2015-04-12 15:01:44,22535.2
2015-04-12 15:01:45,35197.5
2015-04-12 15:01:46,41210.4
2015-04-12 15:01:47,47223.3
2015-04-12 15:01:48,52938.1
2015-04-12 15:01:49,53830.7
2015-04-12 15:01:50,54723.3
2015-04-12 15:01:51,54265.6
2015-04-12 15:01:52,53807.9
2015-04-12 15:01:53,53350.2
2015-04-12 15:01:54,50958.4
2015-04-12 15:01:55,49716.55
2015-04-12 15:01:56,48474.7
2015-04-12 15:01:57,46644.0
2015-04-12 15:01:58,45793.85
2015-04-12 15:01:59,44943.7
2015-04-12 15:02:00,43808.7
2015-04-12 15:02:01,42644.3
2015-04-12 15:02:02,41479.9
2015-04-12 15:02:03,38777.9
2015-04-12 15:02:04,36945.8
2015-04-12 15:02:05,35113.7
2015-04-12 15:02:06,30989.1
2015-04-12 15:02:07,29552.25
2015-04-12 15:02:08,28115.4
2015-04-12 15:02:09,27543.5
2015-04-12 15:02:10,27528.7
2015-04-12 15:02:11,27513.9
2015-04-12 15:02:12,26875.7
2015-04-12 15:02:13,26328.4
2015-04-12 15:02:14,25781.1
2015-04-12 15:02:15,25517.6
2015-04-12 15:02:16,25254.1
2015-04-12 15:02:17,24990.6
2015-04-12 15:02:18,24003.5
2015-04-12 15:02:19,23649.05
2015-04-12 15:02:20,23294.6
2015-04-12 15:02:21,22447.5
2015-04-12 15:02:22,22174.3
2015-04-12 15:02:23,21901.1
2015-04-12 15:02:24,21233.5
2015-04-12 15:02:25,20901.7
2015-04-12 15:02:26,20569.9
2015-04-12 15:02:27,20074.8
2015-04-12 15:02:28,19811.7
2015-04-12 15:02:29,19548.6
2015-04-12 15:02:30,19156.3
2015-04-12 15:02:31,19058.8
2015-04-12 15:02:32,18961.3
2015-04-12 15:02:33,18529.6
2015-04-12 15:02:34,18465.65
2015-04-12 15:02:35,18401.7
2015-04-12 15:02:36,18294.8
2015-04-12 15:02:37,18207.9666667
2015-04-12 15:02:38,18121.1333333
2015-04-12 15:02:39,18034.3
2015-04-12 15:02:40,18010.5
2015-04-12 15:02:41,17986.7
2015-04-12 15:02:42,17788.4
2015-04-12 15:02:43,17782.8
2015-04-12 15:02:44,17777.2
2015-04-12 15:02:45,17671.6
2015-04-12 15:02:46,17664.05
2015-04-12 15:02:47,17656.5
2015-04-12 15:02:48,17598.0
2015-04-12 15:02:49,17707.8
2015-04-12 15:02:50,17817.6
2015-04-12 15:02:51,18096.5
2015-04-12 15:02:52,18231.9
2015-04-12 15:02:53,18367.3
2015-04-12 15:02:54,18311.9
2015-04-12 15:02:55,18291.6
2015-04-12 15:02:56,18271.3
2015-04-12 15:02:57,18106.1
2015-04-12 15:02:58,18036.4
2015-04-12 15:02:59,17966.7
2015-04-12 15:03:00,17887.2
2015-04-12 15:03:01,17839.8666667
2015-04-12 15:03:02,17792.5333333
2015-04-12 15:03:03,17745.2
2015-04-12 15:03:04,17727.8
2015-04-12 15:03:05,17710.4
2015-04-12 15:03:06,17538.9
2015-04-12 15:03:07,17531.75
2015-04-12 15:03:08,17524.6
2015-04-12 15:03:09,17509.0
2015-04-12 15:03:10,17473.65
2015-04-12 15:03:11,17438.3
2015-04-12 15:03:12,17424.8
2015-04-12 15:03:13,17382.45
2015-04-12 15:03:14,17340.1
2015-04-12 15:03:15,17326.4
2015-04-12 15:03:16,17331.2
2015-04-12 15:03:17,17336.0
2015-04-12 15:03:18,17408.6
2015-04-12 15:03:19,18962.55
2015-04-12 15:03:20,20516.5
2015-04-12 15:03:21,30349.7
2015-04-12 15:03:22,36455.05
2015-04-12 15:03:23,42560.4
2015-04-12 15:03:24,51034.0
2015-04-12 15:03:25,52086.4666667
2015-04-12 15:03:26,53138.9333333
2015-04-12 15:03:27,54191.4
2015-04-12 15:03:28,54130.95
2015-04-12 15:03:29,54070.5
2015-04-12 15:03:30,52201.8
2015-04-12 15:03:31,50892.05
2015-04-12 15:03:32,49582.3
2015-04-12 15:03:33,46071.7
2015-04-12 15:03:34,44626.1
2015-04-12 15:03:35,43180.5
2015-04-12 15:03:36,40158.5
2015-04-12 15:03:37,37861.6
2015-04-12 15:03:38,35564.7
2015-04-12 15:03:39,30959.5
2015-04-12 15:03:40,29382.3
2015-04-12 15:03:41,27805.1
2015-04-12 15:03:42,27352.0
2015-04-12 15:03:43,27344.2
2015-04-12 15:03:44,27336.4
2015-04-12 15:03:45,26681.2
2015-04-12 15:03:46,25997.3
2015-04-12 15:03:47,25313.4
2015-04-12 15:03:48,23965.5
2015-04-12 15:03:49,23604.1
2015-04-12 15:03:50,23242.7
2015-04-12 15:03:51,22881.3
2015-04-12 15:03:52,22342.65
2015-04-12 15:03:53,21804.0
2015-04-12 15:03:54,21098.9
2015-04-12 15:03:55,20828.7
2015-04-12 15:03:56,20558.5
2015-04-12 15:03:57,20208.7
2015-04-12 15:03:58,19922.65
2015-04-12 15:03:59,19636.6
2015-04-12 15:04:00,19268.9
2015-04-12 15:04:01,19036.15
2015-04-12 15:04:02,18803.4
2015-04-12 15:04:03,18548.6
2015-04-12 15:04:04,18380.9
2015-04-12 15:04:05,18213.2
2015-04-12 15:04:06,18019.1
2015-04-12 15:04:07,17943.1
2015-04-12 15:04:08,17867.1
2015-04-12 15:04:09,17644.4
2015-04-12 15:04:10,17652.3
2015-04-12 15:04:11,17660.2
2015-04-12 15:04:12,17959.8
2015-04-12 15:04:13,18006.9666667
2015-04-12 15:04:14,18054.1333333
2015-04-12 15:04:15,18101.3
2015-04-12 15:04:16,18101.35
2015-04-12 15:04:17,18101.4
2015-04-12 15:04:18,18083.6
2015-04-12 15:04:19,17956.6
2015-04-12 15:04:20,17829.6
2015-04-12 15:04:21,17768.8
2015-04-12 15:04:22,17687.95
2015-04-12 15:04:23,17607.1
2015-04-12 15:04:24,17500.4
2015-04-12 15:04:25,17473.75
2015-04-12 15:04:26,17447.1
2015-04-12 15:04:27,17277.9
2015-04-12 15:04:28,17269.2
2015-04-12 15:04:29,17260.5
2015-04-12 15:04:30,17172.1
2015-04-12 15:04:31,17160.2
2015-04-12 15:04:32,17148.3
2015-04-12 15:04:33,17082.3
2015-04-12 15:04:34,17073.9
2015-04-12 15:04:35,17065.5
2015-04-12 15:04:36,16956.0
2015-04-12 15:04:37,16951.7333333
2015-04-12 15:04:38,16947.4666667
2015-04-12 15:04:39,16943.2
2015-04-12 15:04:40,16937.1
2015-04-12 15:04:41,16931.0
2015-04-12 15:04:42,16900.1
2015-04-12 15:04:43,16895.85
2015-04-12 15:04:44,16891.6
2015-04-12 15:04:45,16877.4
2015-04-12 15:04:46,16922.45
2015-04-12 15:04:47,16967.5
2015-04-12 15:04:48,17364.5
2015-04-12 15:04:49,17552.3
2015-04-12 15:04:50,17740.1
2015-04-12 15:04:51,17742.4
2015-04-12 15:04:52,17750.75
2015-04-12 15:04:53,17759.1
2015-04-12 15:04:54,17750.4
2015-04-12 15:04:55,17774.9
2015-04-12 15:04:56,17799.4
2015-04-12 15:04:57,17828.4
2015-04-12 15:04:58,17855.0
2015-04-12 15:04:59,17881.6
2015-04-12 15:05:00,17828.0
2015-04-12 15:05:01,17806.9
2015-04-12 15:05:02,17785.8
2015-04-12 15:05:03,17764.7
2015-04-12 15:05:04,17685.7
2015-04-12 15:05:05,17606.7
2015-04-12 15:05:06,17497.3
2015-04-12 15:05:07,17456.6
2015-04-12 15:05:08,17415.9
2015-04-12 15:05:09,17248.3
2015-04-12 15:05:10,17220.8
2015-04-12 15:05:11,17193.3
2015-04-12 15:05:12,17161.1
2015-04-12 15:05:13,17143.55
2015-04-12 15:05:14,17126.0
2015-04-12 15:05:15,17064.8
2015-04-12 15:05:16,17056.85
2015-04-12 15:05:17,17048.9
2015-04-12 15:05:18,16967.1
2015-04-12 15:05:19,16961.2
2015-04-12 15:05:20,16955.3
2015-04-12 15:05:21,16930.8
2015-04-12 15:05:22,16973.65
2015-04-12 15:05:23,17016.5
2015-04-12 15:05:24,17385.3
2015-04-12 15:05:25,17491.4666667
2015-04-12 15:05:26,17597.6333333
2015-04-12 15:05:27,17703.8
2015-04-12 15:05:28,17728.95
2015-04-12 15:05:29,17754.1
2015-04-12 15:05:30,17763.2
2015-04-12 15:05:31,17738.85
2015-04-12 15:05:32,17714.5
2015-04-12 15:05:33,17623.5
2015-04-12 15:05:34,17666.0
2015-04-12 15:05:35,17708.5
2015-04-12 15:05:36,22313.4
2015-04-12 15:05:37,27729.75
2015-04-12 15:05:38,33146.1
2015-04-12 15:05:39,42598.3
2015-04-12 15:05:40,44057.5
2015-04-12 15:05:41,45516.7
2015-04-12 15:05:42,45530.4
2015-04-12 15:05:43,45168.6
2015-04-12 15:05:44,44806.8
2015-04-12 15:05:45,45636.4
2015-04-12 15:05:46,47508.25
2015-04-12 15:05:47,49380.1
2015-04-12 15:05:48,53202.9
2015-04-12 15:05:49,53487.0
2015-04-12 15:05:50,53771.1
2015-04-12 15:05:51,54055.2
2015-04-12 15:05:52,53876.85
2015-04-12 15:05:53,53698.5
2015-04-12 15:05:54,53068.3
2015-04-12 15:05:55,53107.25
2015-04-12 15:05:56,53146.2
2015-04-12 15:05:57,51997.1
2015-04-12 15:05:58,50250.6
2015-04-12 15:05:59,48504.1
2015-04-12 15:06:00,49120.2
2015-04-12 15:06:01,52342.5
2015-04-12 15:06:02,55564.8
2015-04-12 15:06:03,62492.1
2015-04-12 15:06:04,63843.5
2015-04-12 15:06:05,65194.9
2015-04-12 15:06:06,64587.1
2015-04-12 15:06:07,63410.7
2015-04-12 15:06:08,62234.3
2015-04-12 15:06:09,58910.1
2015-04-12 15:06:10,57906.35
2015-04-12 15:06:11,56902.6
2015-04-12 15:06:12,55717.3
2015-04-12 15:06:13,55248.7666667
2015-04-12 15:06:14,54780.2333333
2015-04-12 15:06:15,54311.7
2015-04-12 15:06:16,53232.2
2015-04-12 15:06:17,52152.7
2015-04-12 15:06:18,48781.1
2015-04-12 15:06:19,46378.2
2015-04-12 15:06:20,43975.3
2015-04-12 15:06:21,39067.8
2015-04-12 15:06:22,36809.45
2015-04-12 15:06:23,34551.1
2015-04-12 15:06:24,32283.9
2015-04-12 15:06:25,32137.4
2015-04-12 15:06:26,31990.9
2015-04-12 15:06:27,32662.5
2015-04-12 15:06:28,33065.9
2015-04-12 15:06:29,33469.3
2015-04-12 15:06:30,34262.4
2015-04-12 15:06:31,34622.6
2015-04-12 15:06:32,34982.8
2015-04-12 15:06:33,35866.3
2015-04-12 15:06:34,36348.75
2015-04-12 15:06:35,36831.2
2015-04-12 15:06:36,37125.1333333
2015-04-12 15:06:37,37419.0666667
2015-04-12 15:06:38,37713.0
2015-04-12 15:06:39,38394.6
2015-04-12 15:06:40,38821.1
2015-04-12 15:06:41,39247.6
2015-04-12 15:06:42,41442.2
2015-04-12 15:06:43,43271.65
2015-04-12 15:06:44,45101.1
2015-04-12 15:06:45,49293.6
2015-04-12 15:06:46,50555.5
2015-04-12 15:06:47,51817.4
2015-04-12 15:06:48,52509.7
2015-04-12 15:06:49,52363.05
2015-04-12 15:06:50,52216.4
2015-04-12 15:06:51,51218.1
2015-04-12 15:06:52,50528.15
2015-04-12 15:06:53,49838.2
2015-04-12 15:06:54,47844.3
2015-04-12 15:06:55,46900.05
2015-04-12 15:06:56,45955.8
2015-04-12 15:06:57,44271.1
2015-04-12 15:06:58,42597.05
2015-04-12 15:06:59,40923.0
2015-04-12 15:07:00,39336.9333333
2015-04-12 15:07:01,37750.8666667
2015-04-12 15:07:02,36164.8
2015-04-12 15:07:03,31294.7
2015-04-12 15:07:04,28996.2
2015-04-12 15:07:05,26697.7
2015-04-12 15:07:06,22997.2
2015-04-12 15:07:07,21618.6
2015-04-12 15:07:08,20240.0
2015-04-12 15:07:09,18607.2
2015-04-12 15:07:10,18113.2
2015-04-12 15:07:11,17619.2
2015-04-12 15:07:12,17135.1
2015-04-12 15:07:13,16972.8
2015-04-12 15:07:14,16810.5
2015-04-12 15:07:15,16674.7
2015-04-12 15:07:16,16638.7
2015-04-12 15:07:17,16602.7
2015-04-12 15:07:18,16570.6
2015-04-12 15:07:19,16561.35
2015-04-12 15:07:20,16552.1
2015-04-12 15:07:21,16546.2
2015-04-12 15:07:22,16633.8
2015-04-12 15:07:23,16721.4
2015-04-12 15:07:24,16885.5666667
2015-04-12 15:07:25,17049.7333333
2015-04-12 15:07:26,17213.9
2015-04-12 15:07:27,17402.8
2015-04-12 15:07:28,17429.5
2015-04-12 15:07:29,17456.2
2015-04-12 15:07:30,17467.9
2015-04-12 15:07:31,17461.3
2015-04-12 15:07:32,17454.7
2015-04-12 15:07:33,17383.6
2015-04-12 15:07:34,17343.6
2015-04-12 15:07:35,17303.6
2015-04-12 15:07:36,17244.8
2015-04-12 15:07:37,17196.2
2015-04-12 15:07:38,17147.6
2015-04-12 15:07:39,17099.1
2015-04-12 15:07:40,17081.6
2015-04-12 15:07:41,17064.1
2015-04-12 15:07:42,17047.4
2015-04-12 15:07:43,17034.0
2015-04-12 15:07:44,17020.6
2015-04-12 15:07:45,17001.4
2015-04-12 15:07:46,16995.1
2015-04-12 15:07:47,16988.8
2015-04-12 15:07:48,16983.5333333
2015-04-12 15:07:49,16978.2666667
2015-04-12 15:07:50,16973.0
2015-04-12 15:07:51,16965.5
2015-04-12 15:07:52,16962.15
2015-04-12 15:07:53,16958.8
2015-04-12 15:07:54,16955.8
2015-04-12 15:07:55,16956.25
2015-04-12 15:07:56,16956.7
2015-04-12 15:07:57,16953.5
2015-04-12 15:07:58,16950.5
2015-04-12 15:07:59,16947.5
2015-04-12 15:08:00,16948.3
2015-04-12 15:08:01,16962.4
2015-04-12 15:08:02,16976.5
2015-04-12 15:08:03,17297.1
2015-04-12 15:08:04,17483.15
2015-04-12 15:08:05,17669.2
2015-04-12 15:08:06,17762.3
2015-04-12 15:08:07,17770.9
2015-04-12 15:08:08,17779.5
2015-04-12 15:08:09,17756.9
2015-04-12 15:08:10,17709.75
2015-04-12 15:08:11,17662.6
2015-04-12 15:08:12,17661.1
2015-04-12 15:08:13,17659.6
2015-04-12 15:08:14,17658.1
2015-04-12 15:08:15,19285.3
2015-04-12 15:08:16,23538.65
2015-04-12 15:08:17,27792.0
2015-04-12 15:08:18,39548.9
2015-04-12 15:08:19,42904.85
2015-04-12 15:08:20,46260.8
2015-04-12 15:08:21,46809.6
2015-04-12 15:08:22,47113.85
2015-04-12 15:08:23,47418.1
2015-04-12 15:08:24,51495.7
2015-04-12 15:08:25,52266.05
2015-04-12 15:08:26,53036.4
2015-04-12 15:08:27,54063.1
2015-04-12 15:08:28,55245.1
2015-04-12 15:08:29,56427.1
2015-04-12 15:08:30,55641.7
2015-04-12 15:08:31,55233.85
2015-04-12 15:08:32,54826.0
2015-04-12 15:08:33,57175.9
2015-04-12 15:08:34,59225.45
2015-04-12 15:08:35,61275.0
2015-04-12 15:08:36,61613.4
2015-04-12 15:08:37,61951.8
2015-04-12 15:08:38,62290.2
2015-04-12 15:08:39,62006.2
2015-04-12 15:08:40,62060.7
2015-04-12 15:08:41,62115.2
2015-04-12 15:08:42,64992.0
2015-04-12 15:08:43,66027.5
2015-04-12 15:08:44,67063.0
2015-04-12 15:08:45,65080.8
2015-04-12 15:08:46,62001.65
2015-04-12 15:08:47,58922.5
2015-04-12 15:08:48,56373.0
2015-04-12 15:08:49,55393.5
2015-04-12 15:08:50,54414.0
2015-04-12 15:08:51,55168.1
2015-04-12 15:08:52,55307.7
2015-04-12 15:08:53,55447.3
2015-04-12 15:08:54,58784.2
2015-04-12 15:08:55,61304.65
2015-04-12 15:08:56,63825.1
2015-04-12 15:08:57,62729.9
2015-04-12 15:08:58,62044.25
2015-04-12 15:08:59,61358.6
2015-04-12 15:09:00,62107.2666667
2015-04-12 15:09:01,62855.9333333
2015-04-12 15:09:02,63604.6
2015-04-12 15:09:03,64686.2
2015-04-12 15:09:04,63894.45
2015-04-12 15:09:05,63102.7
2015-04-12 15:09:06,58371.5
2015-04-12 15:09:07,56083.65
2015-04-12 15:09:08,53795.8
2015-04-12 15:09:09,52755.4
2015-04-12 15:09:10,53612.0
2015-04-12 15:09:11,54468.6
2015-04-12 15:09:12,56235.2
2015-04-12 15:09:13,57447.25
2015-04-12 15:09:14,58659.3
2015-04-12 15:09:15,61132.5
2015-04-12 15:09:16,63551.05
2015-04-12 15:09:17,65969.6
2015-04-12 15:09:18,69384.0
2015-04-12 15:09:19,68669.6
2015-04-12 15:09:20,67955.2
2015-04-12 15:09:21,67405.2
2015-04-12 15:09:22,66475.45
2015-04-12 15:09:23,65545.7
2015-04-12 15:09:24,63688.9
2015-04-12 15:09:25,61832.1
2015-04-12 15:09:26,59975.3
2015-04-12 15:09:27,57675.6
2015-04-12 15:09:28,57944.45
2015-04-12 15:09:29,58213.3
2015-04-12 15:09:30,58199.6
2015-04-12 15:09:31,59578.95
2015-04-12 15:09:32,60958.3
2015-04-12 15:09:33,65908.6
2015-04-12 15:09:34,65670.4
2015-04-12 15:09:35,65432.2
2015-04-12 15:09:36,65487.0
2015-04-12 15:09:37,67064.0
2015-04-12 15:09:38,68641.0
2015-04-12 15:09:39,68002.6
2015-04-12 15:09:40,66814.85
2015-04-12 15:09:41,65627.1
2015-04-12 15:09:42,62018.6
2015-04-12 15:09:43,60344.25
2015-04-12 15:09:44,58669.9
2015-04-12 15:09:45,56814.0
2015-04-12 15:09:46,56212.55
2015-04-12 15:09:47,55611.1
2015-04-12 15:09:48,55296.1333333
2015-04-12 15:09:49,54981.1666667
2015-04-12 15:09:50,54666.2
2015-04-12 15:09:51,53835.0
2015-04-12 15:09:52,54036.1
2015-04-12 15:09:53,54237.2
2015-04-12 15:09:54,53225.0
2015-04-12 15:09:55,52201.0
2015-04-12 15:09:56,51177.0
2015-04-12 15:09:57,50246.7
2015-04-12 15:09:58,50218.45
2015-04-12 15:09:59,50190.2
2015-04-12 15:10:00,48337.4
2015-04-12 15:10:01,46579.9
2015-04-12 15:10:02,44822.4
2015-04-12 15:10:03,41208.8
2015-04-12 15:10:04,40078.65
2015-04-12 15:10:05,38948.5
2015-04-12 15:10:06,36432.3
2015-04-12 15:10:07,34499.0
2015-04-12 15:10:08,32565.7
2015-04-12 15:10:09,28366.0
2015-04-12 15:10:10,26374.9
2015-04-12 15:10:11,24383.8
2015-04-12 15:10:12,23183.6666667
2015-04-12 15:10:13,21983.5333333
2015-04-12 15:10:14,20783.4
2015-04-12 15:10:15,17601.4
2015-04-12 15:10:16,16217.85
2015-04-12 15:10:17,14834.3
2015-04-12 15:10:18,12239.7
2015-04-12 15:10:19,11230.05
2015-04-12 15:10:20,10220.4
2015-04-12 15:10:21,8432.0
2015-04-12 15:10:22,7737.85
2015-04-12 15:10:23,7043.7
2015-04-12 15:10:24,5826.7
2015-04-12 15:10:25,5363.95
2015-04-12 15:10:26,4901.2
2015-04-12 15:10:27,4950.1
2015-04-12 15:10:28,6003.3
2015-04-12 15:10:29,7056.5
2015-04-12 15:10:30,7840.6
2015-04-12 15:10:31,8972.3
2015-04-12 15:10:32,10104.0
2015-04-12 15:10:33,11987.6
2015-04-12 15:10:34,14187.4
2015-04-12 15:10:35,16387.2
2015-04-12 15:10:36,17914.8333333
2015-04-12 15:10:37,19442.4666667
2015-04-12 15:10:38,20970.1
2015-04-12 15:10:39,20486.2
2015-04-12 15:10:40,19767.25
2015-04-12 15:10:41,19048.3
2015-04-12 15:10:42,19375.8
2015-04-12 15:10:43,19255.05
2015-04-12 15:10:44,19134.3
2015-04-12 15:10:45,19487.4
2015-04-12 15:10:46,21608.8
2015-04-12 15:10:47,23730.2
2015-04-12 15:10:48,26246.3
2015-04-12 15:10:49,25690.55
2015-04-12 15:10:50,25134.8
2015-04-12 15:10:51,26593.7
2015-04-12 15:10:52,28986.85
2015-04-12 15:10:53,31380.0
2015-04-12 15:10:54,38690.6
2015-04-12 15:10:55,42774.9
2015-04-12 15:10:56,46859.2
2015-04-12 15:10:57,53966.5
2015-04-12 15:10:58,55186.4666667
2015-04-12 15:10:59,56406.4333333
2015-04-12 15:11:00,57626.4
2015-04-12 15:11:01,57792.75
2015-04-12 15:11:02,57959.1
2015-04-12 15:11:03,55458.9
2015-04-12 15:11:04,53176.1
2015-04-12 15:11:05,50893.3
2015-04-12 15:11:06,46364.6
2015-04-12 15:11:07,44694.0
2015-04-12 15:11:08,43023.4
2015-04-12 15:11:09,38278.2
2015-04-12 15:11:10,35860.85
2015-04-12 15:11:11,33443.5
2015-04-12 15:11:12,30359.0
2015-04-12 15:11:13,29161.25
2015-04-12 15:11:14,27963.5
2015-04-12 15:11:15,26198.1
2015-04-12 15:11:16,25655.35
2015-04-12 15:11:17,25112.6
2015-04-12 15:11:18,23364.2
2015-04-12 15:11:19,22109.8
2015-04-12 15:11:20,20855.4
2015-04-12 15:11:21,18418.4
2015-04-12 15:11:22,17823.3
2015-04-12 15:11:23,17228.2
2015-04-12 15:11:24,16633.1
2015-04-12 15:11:25,15709.3
2015-04-12 15:11:26,14785.5
2015-04-12 15:11:27,12895.9
2015-04-12 15:11:28,12283.95
2015-04-12 15:11:29,11672.0
2015-04-12 15:11:30,11664.3
2015-04-12 15:11:31,12062.4
2015-04-12 15:11:32,12460.5
2015-04-12 15:11:33,13654.4
2015-04-12 15:11:34,13654.4
2015-04-12 15:11:35,13654.4
2015-04-12 15:11:36,12425.9
2015-04-12 15:11:37,11649.0
2015-04-12 15:11:38,10872.1
2015-04-12 15:11:39,11448.8
2015-04-12 15:11:40,13361.8
2015-04-12 15:11:41,15274.8
2015-04-12 15:11:42,16769.9
2015-04-12 15:11:43,17285.65
2015-04-12 15:11:44,17801.4
2015-04-12 15:11:45,19793.2
2015-04-12 15:11:46,20288.5333333
2015-04-12 15:11:47,20783.8666667
2015-04-12 15:11:48,21279.2
2015-04-12 15:11:49,20953.6
2015-04-12 15:11:50,20628.0
2015-04-12 15:11:51,18916.6
