,co2dil_CO2ppm
2015-04-12 15:12:20,1198.1
2015-04-12 15:12:21,955.8
2015-04-12 15:12:22,853.55
2015-04-12 15:12:23,751.3
2015-04-12 15:12:24,597.7
2015-04-12 15:12:25,536.9
2015-04-12 15:12:26,476.1
2015-04-12 15:12:27,438.6
2015-04-12 15:12:28,703.5
2015-04-12 15:12:29,968.4
2015-04-12 15:12:30,1438.4
2015-04-12 15:12:31,1908.4
2015-04-12 15:12:32,2378.4
2015-04-12 15:12:33,3673.1
2015-04-12 15:12:34,4179.8
2015-04-12 15:12:35,4686.5
2015-04-12 15:12:36,4746.9
2015-04-12 15:12:37,4564.95
2015-04-12 15:12:38,4383.0
2015-04-12 15:12:39,3981.7
2015-04-12 15:12:40,3907.3
2015-04-12 15:12:41,3832.9
2015-04-12 15:12:42,3739.9
2015-04-12 15:12:43,3840.15
2015-04-12 15:12:44,3940.4
2015-04-12 15:12:45,4078.5
2015-04-12 15:12:46,4121.8
2015-04-12 15:12:47,4165.1
2015-04-12 15:12:48,4200.5
2015-04-12 15:12:49,4051.65
2015-04-12 15:12:50,3902.8
2015-04-12 15:12:51,3359.5
2015-04-12 15:12:52,3103.2
2015-04-12 15:12:53,2846.9
2015-04-12 15:12:54,2770.16666667
2015-04-12 15:12:55,2693.43333333
2015-04-12 15:12:56,2616.7
2015-04-12 15:12:57,2411.5
2015-04-12 15:12:58,2306.45
2015-04-12 15:12:59,2201.4
2015-04-12 15:13:00,2431.7
2015-04-12 15:13:01,2719.75
2015-04-12 15:13:02,3007.8
2015-04-12 15:13:03,3640.6
2015-04-12 15:13:04,3739.95
2015-04-12 15:13:05,3839.3
2015-04-12 15:13:06,3611.8
2015-04-12 15:13:07,3364.3
2015-04-12 15:13:08,3116.8
2015-04-12 15:13:09,2601.8
2015-04-12 15:13:10,2402.9
2015-04-12 15:13:11,2204.0
2015-04-12 15:13:12,1911.3
2015-04-12 15:13:13,1765.2
2015-04-12 15:13:14,1619.1
2015-04-12 15:13:15,1333.3
2015-04-12 15:13:16,1221.0
2015-04-12 15:13:17,1108.7
2015-04-12 15:13:18,1042.8
2015-04-12 15:13:19,976.9
2015-04-12 15:13:20,911.0
2015-04-12 15:13:21,761.6
2015-04-12 15:13:22,708.7
2015-04-12 15:13:23,655.8
2015-04-12 15:13:24,581.5
2015-04-12 15:13:25,539.85
2015-04-12 15:13:26,498.2
2015-04-12 15:13:27,453.8
2015-04-12 15:13:28,436.9
2015-04-12 15:13:29,420.0
2015-04-12 15:13:30,377.7
2015-04-12 15:13:31,360.85
2015-04-12 15:13:32,344.0
2015-04-12 15:13:33,320.2
2015-04-12 15:13:34,320.0
2015-04-12 15:13:35,319.8
2015-04-12 15:13:36,1642.3
2015-04-12 15:13:37,3649.45
2015-04-12 15:13:38,5656.6
2015-04-12 15:13:39,11590.3
2015-04-12 15:13:40,13027.9
2015-04-12 15:13:41,14465.5
2015-04-12 15:13:42,14582.1333333
2015-04-12 15:13:43,14698.7666667
2015-04-12 15:13:44,14815.4
2015-04-12 15:13:45,14649.6
2015-04-12 15:13:46,14368.3
2015-04-12 15:13:47,14087.0
2015-04-12 15:13:48,12740.6
2015-04-12 15:13:49,12373.85
2015-04-12 15:13:50,12007.1
2015-04-12 15:13:51,12007.0
2015-04-12 15:13:52,12373.4
2015-04-12 15:13:53,12739.8
2015-04-12 15:13:54,12552.5
2015-04-12 15:13:55,12470.7
2015-04-12 15:13:56,12388.9
2015-04-12 15:13:57,12232.7
2015-04-12 15:13:58,12174.75
2015-04-12 15:13:59,12116.8
2015-04-12 15:14:00,11720.6
2015-04-12 15:14:01,11170.55
2015-04-12 15:14:02,10620.5
2015-04-12 15:14:03,7963.2
2015-04-12 15:14:04,6815.0
2015-04-12 15:14:05,5666.8
2015-04-12 15:14:06,5584.7
2015-04-12 15:14:07,5502.6
2015-04-12 15:14:08,5420.5
2015-04-12 15:14:09,6533.0
2015-04-12 15:14:10,7397.5
2015-04-12 15:14:11,8262.0
2015-04-12 15:14:12,8388.7
2015-04-12 15:14:13,7446.5
2015-04-12 15:14:14,6504.3
2015-04-12 15:14:15,4311.0
2015-04-12 15:14:16,3544.0
2015-04-12 15:14:17,2777.0
2015-04-12 15:14:18,1810.5
2015-04-12 15:14:19,1608.1
2015-04-12 15:14:20,1405.7
2015-04-12 15:14:21,2164.3
2015-04-12 15:14:22,3178.1
2015-04-12 15:14:23,4191.9
2015-04-12 15:14:24,7275.0
2015-04-12 15:14:25,8156.6
2015-04-12 15:14:26,9038.2
2015-04-12 15:14:27,7856.5
2015-04-12 15:14:28,7076.96666667
2015-04-12 15:14:29,6297.43333333
2015-04-12 15:14:30,5517.9
2015-04-12 15:14:31,4908.55
2015-04-12 15:14:32,4299.2
2015-04-12 15:14:33,4345.0
2015-04-12 15:14:34,4369.25
2015-04-12 15:14:35,4393.5
2015-04-12 15:14:36,5349.5
2015-04-12 15:14:37,5672.6
2015-04-12 15:14:38,5995.7
2015-04-12 15:14:39,6375.9
2015-04-12 15:14:40,6809.75
2015-04-12 15:14:41,7243.6
2015-04-12 15:14:42,7843.7
2015-04-12 15:14:43,7846.3
2015-04-12 15:14:44,7848.9
2015-04-12 15:14:45,6886.0
2015-04-12 15:14:46,6286.05
2015-04-12 15:14:47,5686.1
2015-04-12 15:14:48,4638.6
2015-04-12 15:14:49,4207.75
2015-04-12 15:14:50,3776.9
2015-04-12 15:14:51,3271.2
2015-04-12 15:14:52,3080.73333333
2015-04-12 15:14:53,2890.26666667
2015-04-12 15:14:54,2699.8
2015-04-12 15:14:55,2460.45
2015-04-12 15:14:56,2221.1
2015-04-12 15:14:57,2062.8
2015-04-12 15:14:58,2159.85
2015-04-12 15:14:59,2256.9
2015-04-12 15:15:00,3224.1
2015-04-12 15:15:01,3711.8
2015-04-12 15:15:02,4199.5
2015-04-12 15:15:03,4650.1
2015-04-12 15:15:04,4626.95
2015-04-12 15:15:05,4603.8
2015-04-12 15:15:06,4237.9
2015-04-12 15:15:07,3999.2
2015-04-12 15:15:08,3760.5
2015-04-12 15:15:09,3329.3
2015-04-12 15:15:10,3185.35
2015-04-12 15:15:11,3041.4
2015-04-12 15:15:12,3137.4
2015-04-12 15:15:13,3172.55
2015-04-12 15:15:14,3207.7
2015-04-12 15:15:15,2994.9
2015-04-12 15:15:16,2913.03333333
2015-04-12 15:15:17,2831.16666667
2015-04-12 15:15:18,2749.3
2015-04-12 15:15:19,2736.7
2015-04-12 15:15:20,2724.1
2015-04-12 15:15:21,2844.7
2015-04-12 15:15:22,2792.3
2015-04-12 15:15:23,2739.9
2015-04-12 15:15:24,2509.0
2015-04-12 15:15:25,2738.3
2015-04-12 15:15:26,2967.6
2015-04-12 15:15:27,3935.9
2015-04-12 15:15:28,4037.85
2015-04-12 15:15:29,4139.8
2015-04-12 15:15:30,3998.9
2015-04-12 15:15:31,3860.65
2015-04-12 15:15:32,3722.4
2015-04-12 15:15:33,3761.9
2015-04-12 15:15:34,3840.5
2015-04-12 15:15:35,3919.1
2015-04-12 15:15:36,4001.9
2015-04-12 15:15:37,3990.05
2015-04-12 15:15:38,3978.2
2015-04-12 15:15:39,3780.8
2015-04-12 15:15:40,3631.13333333
2015-04-12 15:15:41,3481.46666667
2015-04-12 15:15:42,3331.8
2015-04-12 15:15:43,3055.9
2015-04-12 15:15:44,2780.0
2015-04-12 15:15:45,2213.9
2015-04-12 15:15:46,2040.6
2015-04-12 15:15:47,1867.3
2015-04-12 15:15:48,2058.4
2015-04-12 15:15:49,2107.75
2015-04-12 15:15:50,2157.1
2015-04-12 15:15:51,2405.3
2015-04-12 15:15:52,2670.1
2015-04-12 15:15:53,2934.9
2015-04-12 15:15:54,3142.9
2015-04-12 15:15:55,3234.35
2015-04-12 15:15:56,3325.8
2015-04-12 15:15:57,3319.0
2015-04-12 15:15:58,3181.8
2015-04-12 15:15:59,3044.6
2015-04-12 15:16:00,2624.0
2015-04-12 15:16:01,2477.0
2015-04-12 15:16:02,2330.0
2015-04-12 15:16:03,2111.8
2015-04-12 15:16:04,2089.4
2015-04-12 15:16:05,2067.0
2015-04-12 15:16:06,2044.6
2015-04-12 15:16:07,2054.25
2015-04-12 15:16:08,2063.9
2015-04-12 15:16:09,2092.9
2015-04-12 15:16:10,2108.6
2015-04-12 15:16:11,2124.3
2015-04-12 15:16:12,2136.7
2015-04-12 15:16:13,2108.65
2015-04-12 15:16:14,2080.6
2015-04-12 15:16:15,1875.4
2015-04-12 15:16:16,1730.25
2015-04-12 15:16:17,1585.1
2015-04-12 15:16:18,1375.2
2015-04-12 15:16:19,1314.55
2015-04-12 15:16:20,1253.9
2015-04-12 15:16:21,1245.8
2015-04-12 15:16:22,1277.6
2015-04-12 15:16:23,1309.4
2015-04-12 15:16:24,1335.8
2015-04-12 15:16:25,1313.55
2015-04-12 15:16:26,1291.3
2015-04-12 15:16:27,1181.1
2015-04-12 15:16:28,1154.6
2015-04-12 15:16:29,1128.1
2015-04-12 15:16:30,1101.6
2015-04-12 15:16:31,1108.3
2015-04-12 15:16:32,1115.0
2015-04-12 15:16:33,1254.8
2015-04-12 15:16:34,1366.5
2015-04-12 15:16:35,1478.2
2015-04-12 15:16:36,1665.1
2015-04-12 15:16:37,1694.25
2015-04-12 15:16:38,1723.4
2015-04-12 15:16:39,1723.0
2015-04-12 15:16:40,1719.15
2015-04-12 15:16:41,1715.3
2015-04-12 15:16:42,1669.7
2015-04-12 15:16:43,1659.85
2015-04-12 15:16:44,1650.0
2015-04-12 15:16:45,1671.7
2015-04-12 15:16:46,1671.45
2015-04-12 15:16:47,1671.2
2015-04-12 15:16:48,1612.4
2015-04-12 15:16:49,1548.6
2015-04-12 15:16:50,1484.8
2015-04-12 15:16:51,1337.9
2015-04-12 15:16:52,1294.76666667
2015-04-12 15:16:53,1251.63333333
2015-04-12 15:16:54,1208.5
2015-04-12 15:16:55,1153.7
2015-04-12 15:16:56,1098.9
2015-04-12 15:16:57,1025.5
2015-04-12 15:16:58,1007.3
2015-04-12 15:16:59,989.1
2015-04-12 15:17:00,989.5
2015-04-12 15:17:01,1006.8
2015-04-12 15:17:02,1024.1
2015-04-12 15:17:03,1098.9
2015-04-12 15:17:04,1139.05
2015-04-12 15:17:05,1179.2
2015-04-12 15:17:06,1219.0
2015-04-12 15:17:07,1219.7
2015-04-12 15:17:08,1220.4
2015-04-12 15:17:09,1218.2
2015-04-12 15:17:10,1218.3
2015-04-12 15:17:11,1218.4
2015-04-12 15:17:12,1243.7
2015-04-12 15:17:13,1257.6
2015-04-12 15:17:14,1271.5
2015-04-12 15:17:15,1274.5
2015-04-12 15:17:16,1274.06666667
2015-04-12 15:17:17,1273.63333333
2015-04-12 15:17:18,1273.2
2015-04-12 15:17:19,1275.05
2015-04-12 15:17:20,1276.9
2015-04-12 15:17:21,1309.6
2015-04-12 15:17:22,1329.4
2015-04-12 15:17:23,1349.2
2015-04-12 15:17:24,1385.9
2015-04-12 15:17:25,1399.1
2015-04-12 15:17:26,1412.3
2015-04-12 15:17:27,1411.8
2015-04-12 15:17:28,1408.4
2015-04-12 15:17:29,1405.0
2015-04-12 15:17:30,1367.9
2015-04-12 15:17:31,1331.7
2015-04-12 15:17:32,1295.5
2015-04-12 15:17:33,1212.8
2015-04-12 15:17:34,1171.55
2015-04-12 15:17:35,1130.3
2015-04-12 15:17:36,1057.4
2015-04-12 15:17:37,1029.2
2015-04-12 15:17:38,1001.0
2015-04-12 15:17:39,955.2
2015-04-12 15:17:40,944.5
2015-04-12 15:17:41,933.8
2015-04-12 15:17:42,923.1
2015-04-12 15:17:43,906.3
2015-04-12 15:17:44,889.5
2015-04-12 15:17:45,862.3
2015-04-12 15:17:46,850.85
2015-04-12 15:17:47,839.4
2015-04-12 15:17:48,821.5
2015-04-12 15:17:49,812.75
2015-04-12 15:17:50,804.0
2015-04-12 15:17:51,794.7
2015-04-12 15:17:52,789.95
2015-04-12 15:17:53,785.2
2015-04-12 15:17:54,768.2
2015-04-12 15:17:55,765.75
2015-04-12 15:17:56,763.3
2015-04-12 15:17:57,748.8
2015-04-12 15:17:58,744.9
2015-04-12 15:17:59,741.0
2015-04-12 15:18:00,739.1
2015-04-12 15:18:01,739.05
2015-04-12 15:18:02,739.0
2015-04-12 15:18:03,740.1
2015-04-12 15:18:04,739.533333333
2015-04-12 15:18:05,738.966666667
2015-04-12 15:18:06,738.4
2015-04-12 15:18:07,732.75
2015-04-12 15:18:08,727.1
2015-04-12 15:18:09,726.6
2015-04-12 15:18:10,726.85
2015-04-12 15:18:11,727.1
2015-04-12 15:18:12,727.2
2015-04-12 15:18:13,727.05
2015-04-12 15:18:14,726.9
2015-04-12 15:18:15,727.4
2015-04-12 15:18:16,727.65
2015-04-12 15:18:17,727.9
2015-04-12 15:18:18,728.3
2015-04-12 15:18:19,728.65
2015-04-12 15:18:20,729.0
2015-04-12 15:18:21,729.7
2015-04-12 15:18:22,729.5
2015-04-12 15:18:23,729.3
2015-04-12 15:18:24,729.6
2015-04-12 15:18:25,730.55
2015-04-12 15:18:26,731.5
2015-04-12 15:18:27,732.433333333
2015-04-12 15:18:28,733.366666667
2015-04-12 15:18:29,734.3
2015-04-12 15:18:30,738.8
2015-04-12 15:18:31,743.95
2015-04-12 15:18:32,749.1
2015-04-12 15:18:33,767.3
2015-04-12 15:18:34,771.45
2015-04-12 15:18:35,775.6
2015-04-12 15:18:36,779.2
2015-04-12 15:18:37,779.55
2015-04-12 15:18:38,779.9
2015-04-12 15:18:39,780.0
2015-04-12 15:18:40,780.1
2015-04-12 15:18:41,780.2
2015-04-12 15:18:42,781.5
2015-04-12 15:18:43,782.0
2015-04-12 15:18:44,782.5
2015-04-12 15:18:45,781.8
2015-04-12 15:18:46,776.45
2015-04-12 15:18:47,771.1
2015-04-12 15:18:48,765.9
2015-04-12 15:18:49,764.4
2015-04-12 15:18:50,762.9
2015-04-12 15:18:51,761.6
2015-04-12 15:18:52,760.3
2015-04-12 15:18:53,759.0
2015-04-12 15:18:54,744.7
2015-04-12 15:18:55,741.7
2015-04-12 15:18:56,738.7
2015-04-12 15:18:57,734.8
2015-04-12 15:18:58,733.85
2015-04-12 15:18:59,732.9
2015-04-12 15:19:00,731.4
2015-04-12 15:19:01,731.45
2015-04-12 15:19:02,731.5
2015-04-12 15:19:03,733.2
2015-04-12 15:19:04,734.6
2015-04-12 15:19:05,736.0
2015-04-12 15:19:06,736.0
2015-04-12 15:19:07,735.6
2015-04-12 15:19:08,735.2
2015-04-12 15:19:09,734.5
2015-04-12 15:19:10,733.65
2015-04-12 15:19:11,732.8
2015-04-12 15:19:12,731.4
2015-04-12 15:19:13,725.35
2015-04-12 15:19:14,719.3
2015-04-12 15:19:15,716.833333333
2015-04-12 15:19:16,714.366666667
2015-04-12 15:19:17,711.9
2015-04-12 15:19:18,711.5
2015-04-12 15:19:19,714.05
2015-04-12 15:19:20,716.6
2015-04-12 15:19:21,730.2
2015-04-12 15:19:22,733.15
2015-04-12 15:19:23,736.1
2015-04-12 15:19:24,739.6
2015-04-12 15:19:25,739.75
2015-04-12 15:19:26,739.9
2015-04-12 15:19:27,739.0
2015-04-12 15:19:28,734.3
2015-04-12 15:19:29,729.6
2015-04-12 15:19:30,729.0
2015-04-12 15:19:31,729.6
2015-04-12 15:19:32,730.2
2015-04-12 15:19:33,731.2
2015-04-12 15:19:34,730.95
2015-04-12 15:19:35,730.7
2015-04-12 15:19:36,731.3
2015-04-12 15:19:37,734.1
2015-04-12 15:19:38,736.9
2015-04-12 15:19:39,737.0
2015-04-12 15:19:40,737.1
2015-04-12 15:19:41,737.2
2015-04-12 15:19:42,736.6
2015-04-12 15:19:43,736.8
2015-04-12 15:19:44,737.0
2015-04-12 15:19:45,737.6
2015-04-12 15:19:46,736.6
2015-04-12 15:19:47,735.6
2015-04-12 15:19:48,732.5
2015-04-12 15:19:49,732.35
2015-04-12 15:19:50,732.2
2015-04-12 15:19:51,732.7
2015-04-12 15:19:52,732.25
2015-04-12 15:19:53,731.8
2015-04-12 15:19:54,729.1
2015-04-12 15:19:55,729.05
2015-04-12 15:19:56,729.0
2015-04-12 15:19:57,739.7
2015-04-12 15:19:58,740.3
2015-04-12 15:19:59,740.9
2015-04-12 15:20:00,741.6
2015-04-12 15:20:01,742.0
2015-04-12 15:20:02,742.4
2015-04-12 15:20:03,741.866666667
2015-04-12 15:20:04,741.333333333
2015-04-12 15:20:05,740.8
2015-04-12 15:20:06,730.3
2015-04-12 15:20:07,727.85
2015-04-12 15:20:08,725.4
2015-04-12 15:20:09,725.7
2015-04-12 15:20:10,735.75
2015-04-12 15:20:11,745.8
2015-04-12 15:20:12,818.2
2015-04-12 15:20:13,1104.1
2015-04-12 15:20:14,1390.0
2015-04-12 15:20:15,4259.9
2015-04-12 15:20:16,6317.95
2015-04-12 15:20:17,8376.0
2015-04-12 15:20:18,10860.6
2015-04-12 15:20:19,11387.4
2015-04-12 15:20:20,11914.2
2015-04-12 15:20:21,10753.6
2015-04-12 15:20:22,9401.45
2015-04-12 15:20:23,8049.3
2015-04-12 15:20:24,5739.0
2015-04-12 15:20:25,5255.35
2015-04-12 15:20:26,4771.7
2015-04-12 15:20:27,4793.73333333
2015-04-12 15:20:28,4815.76666667
2015-04-12 15:20:29,4837.8
2015-04-12 15:20:30,6715.3
2015-04-12 15:20:31,8952.25
2015-04-12 15:20:32,11189.2
2015-04-12 15:20:33,15350.1
2015-04-12 15:20:34,16338.75
2015-04-12 15:20:35,17327.4
2015-04-12 15:20:36,17400.4
2015-04-12 15:20:37,16255.95
2015-04-12 15:20:38,15111.5
2015-04-12 15:20:39,12334.8
2015-04-12 15:20:40,11950.3
2015-04-12 15:20:41,11565.8
2015-04-12 15:20:42,12713.5
2015-04-12 15:20:43,13112.7
2015-04-12 15:20:44,13511.9
2015-04-12 15:20:45,13258.7
2015-04-12 15:20:46,12325.65
2015-04-12 15:20:47,11392.6
2015-04-12 15:20:48,8094.8
2015-04-12 15:20:49,7151.4
2015-04-12 15:20:50,6208.0
2015-04-12 15:20:51,6355.63333333
2015-04-12 15:20:52,6503.26666667
2015-04-12 15:20:53,6650.9
2015-04-12 15:20:54,8452.3
2015-04-12 15:20:55,9522.75
2015-04-12 15:20:56,10593.2
2015-04-12 15:20:57,11960.6
2015-04-12 15:20:58,11917.8
2015-04-12 15:20:59,11875.0
2015-04-12 15:21:00,11050.2
2015-04-12 15:21:01,10531.7
2015-04-12 15:21:02,10013.2
2015-04-12 15:21:03,8577.9
2015-04-12 15:21:04,7620.15
2015-04-12 15:21:05,6662.4
2015-04-12 15:21:06,4707.8
2015-04-12 15:21:07,3927.5
2015-04-12 15:21:08,3147.2
2015-04-12 15:21:09,2059.0
2015-04-12 15:21:10,1831.9
2015-04-12 15:21:11,1604.8
2015-04-12 15:21:12,2575.5
2015-04-12 15:21:13,4574.15
2015-04-12 15:21:14,6572.8
2015-04-12 15:21:15,7967.6
2015-04-12 15:21:16,9362.4
2015-04-12 15:21:17,10757.2
2015-04-12 15:21:18,12050.8
2015-04-12 15:21:19,11650.3
2015-04-12 15:21:20,11249.8
2015-04-12 15:21:21,10033.6
2015-04-12 15:21:22,9273.7
2015-04-12 15:21:23,8513.8
2015-04-12 15:21:24,6545.9
2015-04-12 15:21:25,5657.55
2015-04-12 15:21:26,4769.2
2015-04-12 15:21:27,3661.5
2015-04-12 15:21:28,3324.65
2015-04-12 15:21:29,2987.8
2015-04-12 15:21:30,2656.9
2015-04-12 15:21:31,2656.3
2015-04-12 15:21:32,2655.7
2015-04-12 15:21:33,2868.5
2015-04-12 15:21:34,2859.9
2015-04-12 15:21:35,2851.3
2015-04-12 15:21:36,3182.6
2015-04-12 15:21:37,4814.05
2015-04-12 15:21:38,6445.5
2015-04-12 15:21:39,8022.93333333
2015-04-12 15:21:40,9600.36666667
2015-04-12 15:21:41,11177.8
2015-04-12 15:21:42,14032.1
2015-04-12 15:21:43,14194.5
2015-04-12 15:21:44,14356.9
2015-04-12 15:21:45,12633.7
2015-04-12 15:21:46,11301.3
2015-04-12 15:21:47,9968.9
2015-04-12 15:21:48,7555.7
2015-04-12 15:21:49,6628.35
2015-04-12 15:21:50,5701.0
2015-04-12 15:21:51,4888.1
2015-04-12 15:21:52,4585.7
2015-04-12 15:21:53,4283.3
2015-04-12 15:21:54,3648.4
2015-04-12 15:21:55,3494.4
2015-04-12 15:21:56,3340.4
2015-04-12 15:21:57,3448.5
2015-04-12 15:21:58,3345.45
2015-04-12 15:21:59,3242.4
2015-04-12 15:22:00,3103.9
2015-04-12 15:22:01,3125.55
2015-04-12 15:22:02,3147.2
2015-04-12 15:22:03,3165.66666667
2015-04-12 15:22:04,3184.13333333
2015-04-12 15:22:05,3202.6
2015-04-12 15:22:06,3432.2
2015-04-12 15:22:07,4631.35
2015-04-12 15:22:08,5830.5
2015-04-12 15:22:09,9307.3
2015-04-12 15:22:10,10849.9
2015-04-12 15:22:11,12392.5
2015-04-12 15:22:12,13631.4
2015-04-12 15:22:13,13449.1
2015-04-12 15:22:14,13266.8
2015-04-12 15:22:15,14267.7
2015-04-12 15:22:16,14630.8
2015-04-12 15:22:17,14993.9
2015-04-12 15:22:18,14806.7
2015-04-12 15:22:19,14756.45
2015-04-12 15:22:20,14706.2
2015-04-12 15:22:21,15785.2
2015-04-12 15:22:22,15392.2
2015-04-12 15:22:23,14999.2
2015-04-12 15:22:24,15243.5
2015-04-12 15:22:25,15829.4333333
2015-04-12 15:22:26,16415.3666667
2015-04-12 15:22:27,17001.3
2015-04-12 15:22:28,17236.2
2015-04-12 15:22:29,17471.1
2015-04-12 15:22:30,16923.4
2015-04-12 15:22:31,16570.95
2015-04-12 15:22:32,16218.5
2015-04-12 15:22:33,14876.7
2015-04-12 15:22:34,13405.1
2015-04-12 15:22:35,11933.5
2015-04-12 15:22:36,8765.6
2015-04-12 15:22:37,7218.0
2015-04-12 15:22:38,5670.4
2015-04-12 15:22:39,3457.0
2015-04-12 15:22:40,2831.7
2015-04-12 15:22:41,2206.4
2015-04-12 15:22:42,1796.0
2015-04-12 15:22:43,2726.55
2015-04-12 15:22:44,3657.1
2015-04-12 15:22:45,7137.0
2015-04-12 15:22:46,8975.5
2015-04-12 15:22:47,10814.0
2015-04-12 15:22:48,14724.1
2015-04-12 15:22:49,15541.1
2015-04-12 15:22:50,16358.1
2015-04-12 15:22:51,17175.1
2015-04-12 15:22:52,17674.8
2015-04-12 15:22:53,18174.5
2015-04-12 15:22:54,18974.3
2015-04-12 15:22:55,19003.05
2015-04-12 15:22:56,19031.8
2015-04-12 15:22:57,19072.1
2015-04-12 15:22:58,18956.5
2015-04-12 15:22:59,18840.9
2015-04-12 15:23:00,18746.5
2015-04-12 15:23:01,18830.15
2015-04-12 15:23:02,18913.8
2015-04-12 15:23:03,18736.9
2015-04-12 15:23:04,18585.15
2015-04-12 15:23:05,18433.4
2015-04-12 15:23:06,18097.3
2015-04-12 15:23:07,17826.95
2015-04-12 15:23:08,17556.6
2015-04-12 15:23:09,16770.9
2015-04-12 15:23:10,16433.65
2015-04-12 15:23:11,16096.4
2015-04-12 15:23:12,16909.3
2015-04-12 15:23:13,17124.4666667
2015-04-12 15:23:14,17339.6333333
2015-04-12 15:23:15,17554.8
2015-04-12 15:23:16,17632.15
2015-04-12 15:23:17,17709.5
2015-04-12 15:23:18,17701.6
2015-04-12 15:23:19,17435.3
2015-04-12 15:23:20,17169.0
2015-04-12 15:23:21,15815.7
2015-04-12 15:23:22,14861.45
2015-04-12 15:23:23,13907.2
2015-04-12 15:23:24,12236.6
2015-04-12 15:23:25,11282.05
2015-04-12 15:23:26,10327.5
2015-04-12 15:23:27,7396.1
2015-04-12 15:23:28,6552.55
2015-04-12 15:23:29,5709.0
2015-04-12 15:23:30,3961.1
2015-04-12 15:23:31,3331.7
2015-04-12 15:23:32,2702.3
2015-04-12 15:23:33,2051.7
2015-04-12 15:23:34,1882.5
2015-04-12 15:23:35,1713.3
2015-04-12 15:23:36,1549.8
2015-04-12 15:23:37,1485.13333333
2015-04-12 15:23:38,1420.46666667
2015-04-12 15:23:39,1355.8
2015-04-12 15:23:40,1226.65
2015-04-12 15:23:41,1097.5
2015-04-12 15:23:42,911.3
2015-04-12 15:23:43,865.1
2015-04-12 15:23:44,818.9
2015-04-12 15:23:45,794.8
2015-04-12 15:23:46,797.45
2015-04-12 15:23:47,800.1
2015-04-12 15:23:48,815.4
2015-04-12 15:23:49,824.25
2015-04-12 15:23:50,833.1
2015-04-12 15:23:51,798.6
2015-04-12 15:23:52,789.7
2015-04-12 15:23:53,780.8
2015-04-12 15:23:54,772.1
2015-04-12 15:23:55,769.6
2015-04-12 15:23:56,767.1
2015-04-12 15:23:57,766.4
2015-04-12 15:23:58,766.65
2015-04-12 15:23:59,766.9
2015-04-12 15:24:00,805.8
2015-04-12 15:24:01,850.0
2015-04-12 15:24:02,894.2
2015-04-12 15:24:03,938.4
2015-04-12 15:24:04,1070.45
2015-04-12 15:24:05,1202.5
2015-04-12 15:24:06,1587.1
2015-04-12 15:24:07,1749.7
2015-04-12 15:24:08,1912.3
2015-04-12 15:24:09,2339.0
2015-04-12 15:24:10,2531.05
2015-04-12 15:24:11,2723.1
2015-04-12 15:24:12,3181.7
2015-04-12 15:24:13,3498.05
2015-04-12 15:24:14,3814.4
2015-04-12 15:24:15,4157.4
2015-04-12 15:24:16,4229.15
2015-04-12 15:24:17,4300.9
2015-04-12 15:24:18,4169.9
2015-04-12 15:24:19,4032.6
2015-04-12 15:24:20,3895.3
2015-04-12 15:24:21,3637.6
2015-04-12 15:24:22,3525.55
2015-04-12 15:24:23,3413.5
2015-04-12 15:24:24,3285.4
2015-04-12 15:24:25,3262.33333333
2015-04-12 15:24:26,3239.26666667
2015-04-12 15:24:27,3216.2
2015-04-12 15:24:28,3202.25
2015-04-12 15:24:29,3188.3
2015-04-12 15:24:30,3190.1
2015-04-12 15:24:31,3196.6
2015-04-12 15:24:32,3203.1
2015-04-12 15:24:33,3174.2
2015-04-12 15:24:34,3131.1
2015-04-12 15:24:35,3088.0
2015-04-12 15:24:36,3009.7
2015-04-12 15:24:37,3044.35
2015-04-12 15:24:38,3079.0
2015-04-12 15:24:39,3412.7
2015-04-12 15:24:40,3640.85
2015-04-12 15:24:41,3869.0
2015-04-12 15:24:42,6155.4
2015-04-12 15:24:43,8157.85
2015-04-12 15:24:44,10160.3
2015-04-12 15:24:45,11570.3
2015-04-12 15:24:46,11216.35
2015-04-12 15:24:47,10862.4
2015-04-12 15:24:48,11704.1
2015-04-12 15:24:49,12371.5333333
2015-04-12 15:24:50,13038.9666667
2015-04-12 15:24:51,13706.4
2015-04-12 15:24:52,14162.1
2015-04-12 15:24:53,14617.8
2015-04-12 15:24:54,16157.6
2015-04-12 15:24:55,16395.15
2015-04-12 15:24:56,16632.7
2015-04-12 15:24:57,15360.5
2015-04-12 15:24:58,15697.3
2015-04-12 15:24:59,16034.1
2015-04-12 15:25:00,17191.7
2015-04-12 15:25:01,17025.0
2015-04-12 15:25:02,16858.3
2015-04-12 15:25:03,14588.0
2015-04-12 15:25:04,13508.65
2015-04-12 15:25:05,12429.3
2015-04-12 15:25:06,14043.0
2015-04-12 15:25:07,15427.5
2015-04-12 15:25:08,16812.0
2015-04-12 15:25:09,18532.8
2015-04-12 15:25:10,18195.45
2015-04-12 15:25:11,17858.1
2015-04-12 15:25:12,15170.4
2015-04-12 15:25:13,15129.9666667
2015-04-12 15:25:14,15089.5333333
2015-04-12 15:25:15,15049.1
2015-04-12 15:25:16,15790.05
2015-04-12 15:25:17,16531.0
2015-04-12 15:25:18,17776.3
2015-04-12 15:25:19,17859.4
2015-04-12 15:25:20,17942.5
2015-04-12 15:25:21,17503.5
2015-04-12 15:25:22,17137.55
