,ae52_BC,ae52_UVPM,co2bg_CO2ppm,co2dil_CO2ppm,co2tpi_CO2ppm,drxPM1,drxPM10,drxPM2.5,drxPM4,drxTPM,flDPI_Flow,flFP1_Flow,flFP2_Flow,flPressure1_kPa,flPressure2_kPa,flPressure4_kPa,flPressure5_kPa,flTemp1_F,flTemp2_F,flTemp4_F,flTemp5_F,flVPO_Flow,gps2_elevation,gps2_latitude,gps2_longitude,gps2_velocity,gps_elevation,gps_latitude,gps_longitude,gps_velocity,hnu,lanco_ppm,lantemp_C,testo_CO2,testo_CO2i,testo_COppm,testo_NO2ppm,testo_NOppm,testo_O2percent,testo_Pabs_hPa2,testo_Pump_Lmin,testo_SO2ppm,testo_Ta_C,testo_Tf_C,vim_eng_fuel_rate,vim_eng_ground_spd,vim_eng_load,vim_eng_payload,vim_eng_rpm,zet_eng_fuel_rate,zet_eng_ground_spd,zet_eng_load,zet_eng_rpm
2015-04-12 15:42:24,121835.4,-15634.4,409.0,9067.0,53386.55,1.54,1.54,1.54,1.54,1.54,30.18,5.502,5.515,101.3,101.3,101.3,100.01,28.39,28.54,28.54,33.12,16.46,285.8,5703.1817,11142.7484,0.9,196.965789474,5703.15783421,11142.7067763,16.2394736842,7.4,128.904,28.979,0.62,1.2,20.3,4.5,41.1,19.83,959.6,1.11,0.0,33.7,35.1,108.653,13.359,56.0,0.0,1516.5,151.0,25.7,74.0,1540.0
2015-04-12 15:42:25,88178.1,-22098.1,408.666666667,8417.1,53110.0,2.45,2.45,2.45,2.45,2.45,30.22,5.565,5.601,101.3,101.3,101.3,100.11,28.39,28.54,28.52,33.09,16.68,286.0,5703.1798,11142.7514,1.0,196.384210526,5703.15481579,11142.7102737,16.3105263158,6.9,128.82,28.979,0.58,1.2,20.1,4.3,40.7,19.9,959.6,1.11,0.0,33.7,35.1,163.402,13.359,80.0,0.0,1549.5,131.3,25.8,65.0,1533.0
2015-04-12 15:42:26,54520.8,-28561.8,408.333333333,8465.25,54864.9,2.74,2.74,2.74,2.74,2.74,30.25,5.541,5.604,101.3,101.3,101.3,100.15,28.39,28.53,28.5,33.09,16.778,286.4,5703.1769,11142.7555,1.0,195.802631579,5703.15179737,11142.7137711,16.3815789474,6.9,128.286,28.979,0.0,1.2,20.1,4.3,40.7,19.9,959.6,1.11,0.0,33.6,35.0,152.558,13.359,76.0,0.0,1541.5,90.8,22.0,61.0,1520.0
2015-04-12 15:42:27,20863.5,-35025.5,408.0,8513.4,54939.95,1.96,1.96,1.96,1.96,1.96,30.48,5.379,5.432,101.3,101.3,101.3,99.93,28.39,28.53,28.5,33.08,16.267,287.5,5703.1755,11142.7566,0.9,195.221052632,5703.14877895,11142.7172684,16.4526315789,6.8,127.501,28.979,0.0,1.2,20.1,4.1,40.7,19.94,959.6,1.11,0.0,33.6,34.9,132.983,13.359,66.0,0.0,1546.5,105.2,21.0,46.0,1489.0
2015-04-12 15:42:28,-12793.8,-41489.2,408.0,8824.7,55015.0,1.34,1.34,1.34,1.34,1.34,30.17,5.393,5.435,101.3,101.3,101.3,99.87,28.4,28.55,28.51,33.12,16.281,288.2,5703.1725,11142.7601,0.9,194.639473684,5703.14576053,11142.7207658,16.5236842105,6.3,126.364,28.981,0.0,1.2,20.0,4.1,40.95,19.94,959.6,1.11,0.0,33.6,34.9,90.267,13.359,44.0,0.0,1508.5,145.2,21.5,59.0,1483.0
2015-04-12 15:42:29,-46451.1,-47952.9,408.0,8710.5,54404.4,1.26,1.26,1.26,1.26,1.26,30.02,5.637,5.635,101.3,101.3,101.3,100.13,28.39,28.54,28.51,33.08,16.729,288.6,5703.1698,11142.7641,0.9,194.057894737,5703.14274211,11142.7242632,16.5947368421,6.3,124.987,28.981,0.0,1.2,19.9,4.1,41.2,19.94,959.6,1.11,0.0,33.6,34.9,111.374,12.738,53.0,0.0,1487.0,154.0,24.6,76.0,1506.0
2015-04-12 15:42:30,-80108.4,-54416.6,408.0,8596.3,55380.9,1.85,1.85,1.85,1.85,1.85,30.18,5.668,5.714,101.3,101.3,101.3,100.23,28.38,28.53,28.47,33.07,16.976,288.8,5703.1669,11142.7685,0.9,193.476315789,5703.13972368,11142.7277605,16.6657894737,6.3,123.579,28.981,0.59,1.2,19.8,4.1,44.2,19.88,959.6,1.11,0.0,33.6,34.9,145.928,12.738,74.0,0.0,1481.0,132.3,25.8,71.0,1520.0
2015-04-12 15:42:31,-113765.7,-60880.3,407.0,8993.1,56357.4,2.33,2.33,2.33,2.33,2.33,30.3,5.626,5.638,101.3,101.3,101.3,100.16,28.38,28.53,28.46,33.09,16.921,289.3,5703.164,11142.7728,1.4,192.894736842,5703.13670526,11142.7312579,16.7368421053,6.2,122.213,28.981,0.6,1.2,19.8,4.1,44.2,19.88,959.6,1.11,0.0,33.7,34.9,153.681,13.359,76.0,0.0,1513.5,99.5,24.7,53.0,1505.0
2015-04-12 15:42:32,-147423.0,-67344.0,407.0,9280.1,55669.8,1.94,1.94,1.94,1.94,1.94,30.29,5.523,5.561,101.3,101.3,101.3,100.04,28.39,28.53,28.46,33.06,16.613,290.0,5703.1611,11142.7774,0.9,192.313157895,5703.13368684,11142.7347553,16.8078947368,6.2,120.771,28.983,0.6,1.21,19.8,4.1,44.2,19.87,959.6,1.11,0.0,33.7,34.9,131.662,13.359,66.0,0.0,1513.5,95.1,21.5,46.0,1486.0
2015-04-12 15:42:33,-192238.5,-88008.6,407.0,9567.1,54973.45,1.4,1.41,1.4,1.4,1.41,30.31,5.465,5.506,101.3,101.3,101.3,99.98,28.4,28.53,28.47,33.08,16.477,290.0,5703.158,11142.7817,1.3,191.731578947,5703.13066842,11142.7382526,16.8789473684,6.1,118.921,28.983,0.6,1.21,19.8,4.1,47.1,19.87,959.6,1.11,0.0,33.7,35.0,104.308,13.359,53.0,0.0,1513.5,161.1,21.7,44.0,1464.0
2015-04-12 15:42:34,-237054.0,-108673.2,407.0,9089.7,54277.1,1.76,1.76,1.76,1.76,1.76,30.27,5.437,5.461,101.3,101.3,101.3,99.94,28.39,28.54,28.46,33.07,16.354,290.2,5703.1541,11142.7872,0.9,191.15,5703.12765,11142.74175,16.95,6.1,116.613,28.983,0.3,1.18,19.75,4.1,47.1,19.95,959.6,1.1,0.0,33.7,35.0,95.775,12.738,44.0,0.0,1473.0,166.6,25.3,83.0,1522.0
2015-04-12 15:42:35,-281869.5,-129337.8,407.0,8722.85,53899.0,3.96,3.96,3.96,3.96,3.96,30.48,5.266,5.303,101.3,101.3,101.3,99.85,28.39,28.53,28.45,33.05,16.018,289.8,5703.1514,11142.7913,0.9,190.568421053,5703.12463158,11142.7452474,17.0210526316,6.0,113.951,28.983,0.0,1.15,19.7,4.1,47.1,20.03,959.6,1.09,0.0,33.7,35.0,156.679,13.981,84.0,0.0,1569.0,120.3,26.4,70.0,1576.0
2015-04-12 15:42:36,-326685.0,-150002.4,407.0,8356.0,53725.65,5.06,5.06,5.06,5.06,5.06,30.64,5.047,5.079,101.3,101.3,101.3,99.58,28.41,28.56,28.44,33.02,15.377,289.8,5703.148,11142.7953,0.9,189.986842105,5703.12161316,11142.7487447,17.0921052632,6.0,110.929,28.984,0.0,1.15,19.7,3.9,44.4,20.03,959.0,1.09,0.0,33.7,35.0,169.69,13.981,82.0,0.0,1569.0,112.0,23.2,55.0,1568.0
2015-04-12 15:42:37,-371500.5,-170667.0,407.0,8015.96666667,53552.3,3.45,3.45,3.45,3.45,3.45,30.53,4.995,4.983,101.3,101.3,101.3,99.54,28.41,28.58,28.46,33.05,15.128,289.5,5703.1442,11142.7988,1.4,189.405263158,5703.11859474,11142.7522421,17.1631578947,5.9,107.706,28.984,0.0,1.15,19.7,3.9,44.4,20.03,959.0,1.08,0.0,33.7,35.0,114.504,13.981,58.0,0.0,1572.0,116.9,22.1,56.0,1538.0
2015-04-12 15:42:38,-416316.0,-191331.6,407.0,7675.93333333,53313.0,2.1,2.1,2.1,2.1,2.1,30.38,5.177,5.157,101.3,101.3,101.3,99.65,28.42,28.56,28.46,33.07,15.501,289.1,5703.1401,11142.8019,1.9,188.823684211,5703.11557632,11142.7557395,17.2342105263,5.8,104.391,28.984,0.0,1.15,19.7,3.7,38.0,20.25,959.0,1.08,0.0,33.6,35.0,116.657,13.359,59.0,0.0,1537.5,120.3,22.3,60.0,1532.0
2015-04-12 15:42:39,-461131.5,-211996.2,407.0,7335.9,53073.7,1.63,1.63,1.63,1.63,1.63,30.26,5.277,5.267,101.3,101.3,101.3,99.76,28.41,28.55,28.45,33.07,15.833,289.4,5703.136,11142.8043,1.3,188.242105263,5703.11255789,11142.7592368,17.3052631579,5.7,100.996,28.984,0.0,1.15,19.7,3.7,38.0,20.25,959.0,1.07,0.0,33.6,35.0,119.907,13.359,60.0,0.0,1532.5,118.6,22.5,60.0,1520.0
2015-04-12 15:42:40,-505947.0,-232660.8,407.0,6441.6,52834.4,1.37,1.37,1.37,1.37,1.37,30.35,5.306,5.328,101.3,101.3,101.3,99.78,28.4,28.54,28.42,33.06,16.02,289.3,5703.1319,11142.8064,0.9,187.660526316,5703.10953947,11142.7627342,17.3763157895,5.7,97.562,28.984,0.0,1.15,19.6,3.4,38.0,20.325,959.0,1.07,0.0,33.6,35.0,117.912,13.359,60.0,0.0,1527.5,91.1,21.3,59.0,1517.0
2015-04-12 15:42:41,-550762.5,-253325.4,406.5,6335.95,52893.6,1.11,1.11,1.11,1.11,1.11,30.42,5.216,5.23,101.3,101.3,101.3,99.73,28.41,28.54,28.41,33.05,15.762,289.0,5703.1271,11142.8089,0.9,187.078947368,5703.10652105,11142.7662316,17.4473684211,5.7,94.202,28.984,0.0,1.15,19.5,3.1,38.0,20.4,959.0,1.07,0.0,33.6,35.0,90.267,13.359,41.0,0.0,1506.5,82.6,18.7,38.0,1459.0
2015-04-12 15:42:42,-595578.0,-273990.0,406.0,6230.3,53243.55,0.919,0.919,0.919,0.919,0.919,30.43,5.12,5.122,101.3,101.3,101.3,99.61,28.42,28.55,28.42,33.06,15.485,289.3,5703.1228,11142.8099,0.8,186.497368421,5703.10350263,11142.7697289,17.5184210526,5.6,90.936,28.984,0.0,1.15,19.5,3.1,34.4,20.4,959.0,1.06,0.0,33.6,35.0,83.174,12.738,39.0,0.0,1457.0,123.4,17.5,48.0,1441.0
2015-04-12 15:42:43,-535690.4,-244358.8,406.0,6487.2,53593.5,0.851,0.851,0.851,0.851,0.851,30.68,4.801,4.597,101.3,101.3,101.3,99.44,28.42,28.57,28.41,33.07,14.765,290.0,5703.1185,11142.8103,0.9,185.915789474,5703.10048421,11142.7732263,17.5894736842,5.6,87.663,28.986,0.0,0.94,19.4,3.1,32.4,20.52,959.0,1.06,0.0,33.6,35.0,101.56,12.427,49.0,0.0,1440.5,138.2,20.6,71.0,1476.0
2015-04-12 15:42:44,-475802.8,-214727.6,406.0,6466.4,51488.8,0.853,0.853,0.853,0.853,0.853,31.0,4.082,4.103,101.3,101.3,101.3,98.76,28.48,28.63,28.45,33.02,12.945,290.1,5703.1147,11142.8104,0.9,185.334210526,5703.09746579,11142.7767237,17.6605263158,5.6,84.508,28.986,0.0,0.94,19.4,2.8,32.4,20.52,959.0,1.05,0.0,33.6,35.0,140.671,12.738,71.0,0.0,1479.0,101.4,20.8,50.0,1551.0
2015-04-12 15:42:45,-415915.2,-185096.4,406.0,6445.6,48246.1,1.14,1.14,1.14,1.14,1.14,30.92,3.878,3.871,101.3,101.3,101.3,98.55,28.51,28.66,28.48,33.07,12.201,292.7,5703.1096,11142.8098,0.8,184.752631579,5703.09444737,11142.7802211,17.7315789474,5.5,81.54,28.986,0.0,0.93,19.4,2.2,32.4,20.73,959.0,1.05,0.0,33.6,35.0,108.838,13.359,50.0,0.0,1554.0,95.1,19.2,47.0,1584.0
2015-04-12 15:42:46,-356027.6,-155465.2,406.0,5571.9,45003.4,1.44,1.44,1.44,1.44,1.44,30.94,3.793,3.787,101.3,101.3,101.3,98.5,28.54,28.7,28.5,33.04,11.907,293.0,5703.1051,11142.809,1.0,184.171052632,5703.09142895,11142.7837184,17.8026315789,5.5,78.809,28.986,0.0,0.93,19.35,2.2,30.2,20.73,959.0,1.05,0.0,33.6,35.0,94.243,13.981,47.0,0.0,1593.5,75.0,16.6,31.0,1655.0
2015-04-12 15:42:47,-296140.0,-125834.0,405.666666667,4814.75,37129.8,1.32,1.32,1.32,1.32,1.32,30.89,3.786,3.785,101.3,101.3,101.3,98.45,28.56,28.71,28.5,33.05,11.89,293.5,5703.1002,11142.8087,1.0,183.589473684,5703.08841053,11142.7872158,17.8736842105,5.5,77.077,28.986,0.0,0.93,19.3,2.2,28.0,20.73,959.0,1.05,0.0,33.6,35.0,71.63,14.292,32.0,0.0,1652.5,71.6,15.1,32.0,1665.0
2015-04-12 15:42:48,-236252.4,-96202.8,405.333333333,4057.6,34020.2,1.05,1.05,1.05,1.05,1.05,30.84,3.765,3.764,101.3,101.3,101.3,98.47,28.56,28.71,28.49,33.05,11.83,294.7,5703.0954,11142.8098,0.9,183.007894737,5703.08539211,11142.7907132,17.9447368421,5.4,76.967,28.986,0.0,0.49,19.2,2.2,21.9,20.94,959.0,1.06,0.0,33.6,35.0,72.224,14.292,32.0,0.0,1664.5,10.4,12.6,19.0,1670.0
2015-04-12 15:42:49,-176364.8,-66571.6,405.0,2948.8,30910.6,0.679,0.679,0.679,0.679,0.679,31.05,3.581,3.556,101.3,101.3,101.3,98.36,28.57,28.74,28.43,33.04,13.314,295.0,5703.0909,11142.8084,1.0,182.426315789,5703.08237368,11142.7942105,18.0157894737,5.4,78.012,28.986,0.0,0.49,19.2,1.6,21.9,20.94,959.0,1.06,0.0,33.7,35.0,48.37,14.292,19.0,0.0,1670.0,0.0,7.1,4.0,1649.0
2015-04-12 15:42:50,-116477.2,-36940.4,404.5,2480.25,25527.4,0.379,0.379,0.379,0.379,0.379,31.07,3.337,3.375,101.3,101.3,101.3,98.28,28.61,28.76,28.4,33.07,13.897,295.3,5703.0858,11142.808,0.9,181.844736842,5703.07935526,11142.7977079,18.0868421053,5.4,79.553,28.986,0.0,0.49,19.2,1.6,21.9,20.94,959.0,1.08,0.0,33.7,35.0,0.0,14.292,0.0,0.0,1634.5,0.0,4.0,0.0,1684.0
2015-04-12 15:42:51,-56589.6,-7309.2,404.0,2011.7,23347.95,0.228,0.228,0.228,0.228,0.228,31.14,3.087,3.084,101.3,101.3,101.3,98.04,28.65,28.82,28.38,33.07,14.186,296.1,5703.0807,11142.8084,0.9,181.263157895,5703.07633684,11142.8012053,18.1578947368,5.4,81.216,28.987,0.0,0.49,19.1,1.4,16.8,20.94,959.0,1.08,0.0,33.6,35.0,0.0,14.292,0.0,0.0,1677.5,0.0,2.7,0.0,1709.0
2015-04-12 15:42:52,3298.0,22322.0,404.0,1171.9,21168.5,0.131,0.131,0.131,0.131,0.131,31.2,2.936,2.824,101.3,101.3,101.3,97.93,28.68,28.89,28.36,33.03,14.462,296.4,5703.0754,11142.8086,1.0,180.681578947,5703.07331842,11142.8047026,18.2289473684,5.4,83.116,28.987,0.0,0.49,19.05,1.4,16.8,20.94,959.0,1.09,0.0,33.6,35.0,0.0,14.913,0.0,0.0,1701.5,0.0,2.2,0.0,1749.0
2015-04-12 15:42:53,49485.8,17711.4,404.0,953.95,17453.2,0.083,0.083,0.083,0.083,0.083,31.19,2.682,2.628,101.3,101.3,101.3,97.8,28.72,28.95,28.34,33.02,14.774,296.0,5703.0703,11142.8082,0.8,180.1,5703.0703,11142.8082,18.3,5.3,85.218,28.987,0.0,0.49,19.0,1.4,16.8,20.94,959.0,1.1,0.0,33.6,35.0,0.0,15.224,0.0,0.0,1770.5,0.0,2.1,0.0,1790.0
2015-04-12 15:42:54,95673.6,13100.8,404.0,736.0,15796.25,0.057,0.057,0.057,0.057,0.057,30.77,3.129,3.075,101.3,101.3,101.3,98.12,28.67,28.92,28.34,33.06,15.669,296.2,5703.0653,11142.8083,0.9,179.75,5703.06556667,11142.8084083,18.1166666667,5.3,87.209,28.987,0.0,0.49,19.0,1.2,13.3,20.94,959.0,1.1,0.0,33.6,35.0,0.0,15.224,0.0,0.0,1783.5,0.0,1.9,0.0,1822.0
2015-04-12 15:42:55,141861.4,8490.2,404.0,508.7,14139.3,0.038,0.038,0.038,0.038,0.038,31.49,4.571,4.459,101.3,101.3,101.3,97.93,28.56,28.78,28.28,33.01,15.32,297.5,5703.0595,11142.8081,0.9,179.4,5703.06083333,11142.8086167,17.9333333333,5.2,88.636,28.987,0.0,0.49,19.0,1.2,13.3,20.94,959.0,1.1,0.0,33.6,35.0,0.0,15.845,0.0,0.0,1810.5,0.0,1.9,0.0,1838.0
2015-04-12 15:42:56,188049.2,3879.6,404.0,398.3,11222.2,0.028,0.028,0.028,0.028,0.028,31.17,4.741,4.915,101.3,101.3,101.3,97.75,28.58,28.8,28.31,33.05,15.22,297.0,5703.0547,11142.8074,0.9,179.05,5703.0561,11142.808825,17.75,5.2,89.063,28.987,0.0,0.16,19.0,1.2,11.7,20.94,959.0,1.1,0.0,33.6,35.0,0.0,15.845,0.0,0.0,1833.5,0.0,1.9,0.0,1480.0
2015-04-12 15:42:57,234237.0,-731.0,404.0,287.9,11164.4,0.021,0.021,0.021,0.021,0.021,30.9,5.126,4.869,101.3,101.3,101.3,97.88,28.56,28.77,28.29,33.02,15.895,297.0,5703.0499,11142.8071,0.8,178.7,5703.05136667,11142.8090333,17.5666666667,5.2,88.586,28.987,0.0,0.16,19.0,1.0,11.7,20.94,959.7,1.08,0.0,33.6,35.0,0.0,17.398,0.0,0.0,1479.5,0.0,1.5,0.0,1478.0
2015-04-12 15:42:58,280424.8,-5341.6,404.0,182.4,11106.6,0.018,0.018,0.018,0.018,0.018,30.61,5.164,5.249,101.3,101.3,101.3,98.35,28.55,28.75,28.28,33.06,16.659,297.4,5703.0451,11142.8073,0.9,178.35,5703.04663333,11142.8092417,17.3833333333,5.1,87.461,28.987,0.0,0.16,19.0,1.0,11.7,20.94,959.7,1.08,0.0,33.6,35.0,0.0,17.398,0.0,0.0,1479.0,0.0,1.4,0.0,1448.0
2015-04-12 15:42:59,326612.6,-9952.2,404.0,696.55,20145.9,0.016,0.016,0.016,0.016,0.016,30.42,5.378,5.291,101.3,101.3,101.3,98.85,28.52,28.74,28.25,33.07,17.281,297.6,5703.0402,11142.8077,0.9,178.0,5703.0419,11142.80945,17.2,5.1,85.878,28.987,0.0,0.16,19.0,1.0,11.7,20.94,959.7,1.08,0.0,33.6,35.0,0.0,16.777,0.0,0.0,1451.0,86.9,2.6,36.0,1459.0
2015-04-12 15:43:00,372800.4,-14562.8,404.0,1210.7,24276.1,0.015,0.015,0.015,0.015,0.015,30.7,5.274,5.23,101.3,101.3,101.3,99.14,28.49,28.72,28.21,33.04,17.575,297.7,5703.0353,11142.8086,0.8,177.65,5703.03716667,11142.8096583,17.0166666667,5.1,84.035,28.987,0.0,0.16,19.0,1.0,22.9,20.94,959.7,1.08,0.0,33.6,35.0,79.33,16.777,37.0,0.0,1457.5,101.8,4.5,47.0,1486.0
2015-04-12 15:43:01,418988.2,-19173.4,404.0,2293.76666667,28406.3,0.015,0.015,0.015,0.015,0.015,30.14,5.323,5.297,101.3,101.3,101.3,99.22,28.51,28.72,28.23,33.04,17.346,299.2,5703.0313,11142.8087,1.1,177.3,5703.03243333,11142.8098667,16.8333333333,5.1,82.097,28.987,0.0,0.43,18.9,1.0,49.8,20.77,959.7,1.06,0.0,33.6,35.0,100.741,17.398,53.0,0.0,1479.0,118.6,7.2,61.0,1502.0
2015-04-12 15:43:02,465176.0,-23784.0,403.5,3376.83333333,29497.8,0.049,0.05,0.049,0.049,0.05,30.27,5.433,5.444,101.3,101.3,101.3,99.56,28.48,28.69,28.2,33.03,17.566,299.6,5703.0266,11142.81,0.9,176.95,5703.0277,11142.810075,16.65,5.1,80.079,28.987,0.0,0.43,18.9,1.6,49.8,20.77,959.7,1.05,0.0,33.6,35.0,117.503,17.398,61.0,0.0,1496.0,146.2,11.0,72.0,1538.0
2015-04-12 15:43:03,387812.6,-22114.9,403.0,4459.9,30589.3,1.15,1.15,1.15,1.15,1.15,30.08,5.403,5.431,101.3,101.3,101.3,99.91,28.46,28.67,28.18,33.01,17.947,300.4,5703.0223,11142.8109,0.9,176.6,5703.02296667,11142.8102833,16.4666666667,5.1,77.966,28.987,0.0,0.43,18.9,2.4,49.8,20.77,959.7,1.05,0.0,33.6,35.0,138.385,17.709,72.0,0.0,1538.0,167.1,15.3,85.0,1598.0
2015-04-12 15:43:04,310449.2,-20445.8,403.0,6818.4,31680.8,3.84,3.84,3.84,3.84,3.84,30.05,5.443,5.473,101.3,101.3,101.3,100.11,28.44,28.65,28.17,33.04,17.875,300.4,5703.0178,11142.8111,0.8,176.25,5703.01823333,11142.8104917,16.2833333333,5.1,75.895,28.987,0.0,0.43,18.8,2.4,57.05,20.545,959.7,1.05,0.0,33.6,35.05,163.997,18.952,85.0,0.0,1597.5,126.4,19.9,62.0,1662.0
2015-04-12 15:43:05,233085.8,-18776.7,403.0,7332.9,35227.9,5.29,5.29,5.29,5.29,5.29,30.18,5.207,5.168,101.3,101.3,101.3,100.16,28.44,28.61,28.16,32.99,17.655,300.6,5703.0135,11142.8107,0.9,175.9,5703.0135,11142.8107,16.1,5.1,73.865,28.987,0.0,0.43,18.7,2.4,64.3,20.32,959.7,1.05,0.0,33.6,35.1,127.066,19.262,63.0,0.0,1647.0,30.8,20.0,45.0,1659.0
2015-04-12 15:43:06,155722.4,-17107.6,403.0,7847.4,36163.1,5.09,5.09,5.09,5.09,5.09,30.79,4.676,4.766,101.3,101.3,101.3,99.59,28.45,28.63,28.15,32.99,16.251,300.1,5703.0089,11142.8104,0.9,175.788333333,5703.00919333,11142.8071,16.0066666667,5.1,72.152,28.987,0.0,1.13,18.6,2.4,64.3,20.19,959.7,1.03,0.0,33.6,35.1,92.235,19.262,46.0,0.0,1665.5,136.4,17.0,58.0,1720.0
2015-04-12 15:43:07,78359.0,-15438.5,403.0,8539.5,37098.3,4.73,4.73,4.73,4.73,4.73,31.02,4.352,4.269,101.3,101.3,101.3,98.9,28.49,28.73,28.19,32.98,14.442,299.9,5703.0041,11142.8099,0.8,175.676666667,5703.00488667,11142.8035,15.9133333333,5.1,70.882,28.989,0.0,1.13,18.6,3.0,55.8,20.19,959.7,1.03,0.0,33.6,35.1,122.284,19.884,58.0,0.0,1699.0,130.6,20.8,59.0,1751.0
2015-04-12 15:43:08,995.6,-13769.4,402.5,8362.6,37960.6,5.56,5.56,5.56,5.56,5.56,31.4,4.319,4.446,101.3,101.3,101.3,98.56,28.53,28.73,28.19,32.98,14.144,298.7,5702.9988,11142.8093,0.9,175.565,5703.00058,11142.7999,15.82,5.0,70.199,28.989,0.0,1.14,18.6,3.0,55.8,20.19,959.7,1.04,0.0,33.6,35.1,129.879,20.816,60.0,0.0,1756.0,138.5,22.7,61.0,1766.0
2015-04-12 15:43:09,-76367.8,-12100.3,402.0,8185.7,37043.2,5.28,5.28,5.28,5.28,5.28,30.42,4.812,4.636,101.3,101.3,101.3,98.32,28.55,28.76,28.26,33.02,14.151,299.2,5702.9931,11142.8088,0.9,175.453333333,5702.99627333,11142.7963,15.7266666667,5.0,69.841,28.989,0.0,1.14,18.7,3.1,41.5,20.39,959.7,1.04,0.0,33.6,35.1,133.353,20.816,62.0,0.0,1775.0,107.7,22.2,45.0,1768.0
2015-04-12 15:43:10,-153731.2,-10431.2,402.0,6553.1,36125.8,4.23,4.24,4.23,4.24,4.24,31.27,4.54,4.761,101.3,101.3,101.3,97.81,28.57,28.79,28.22,32.99,13.805,299.1,5702.9876,11142.8079,0.8,175.341666667,5702.99196667,11142.7927,15.6333333333,4.9,69.631,28.989,0.0,1.14,18.7,3.1,41.5,20.565,959.7,1.04,0.0,33.6,35.1,103.277,20.816,46.0,0.0,1768.5,83.7,19.3,39.0,1773.0
2015-04-12 15:43:11,-231094.6,-8762.1,402.0,5693.3,31801.9,2.97,2.97,2.97,2.97,2.97,30.97,5.137,4.907,101.3,101.3,101.3,98.06,28.55,28.76,28.21,33.02,14.964,299.3,5702.9822,11142.8069,0.9,175.23,5702.98766,11142.7891,15.54,4.8,69.512,28.989,0.0,1.14,18.7,3.1,41.5,20.74,959.7,1.04,0.0,33.6,35.1,90.861,20.816,40.0,0.0,1766.5,22.4,12.4,13.0,1734.0
2015-04-12 15:43:12,-308458.0,-7093.0,402.0,4833.5,31543.5,1.85,1.85,1.85,1.85,1.85,31.92,5.05,4.932,101.3,101.3,101.3,97.94,28.52,28.75,28.14,32.97,15.172,299.3,5702.9766,11142.806,0.9,175.118333333,5702.98335333,11142.7855,15.4466666667,4.8,69.688,28.989,0.0,1.14,18.6,2.6,29.8,20.74,959.7,1.04,0.0,33.6,35.0,36.455,20.505,13.0,0.0,1740.0,47.8,7.0,0.0,1719.0
2015-04-12 15:43:13,-268670.1,-6603.7,402.0,3265.8,31285.1,0.998,0.998,0.998,0.998,0.998,31.28,4.652,4.797,101.3,101.3,101.3,97.55,28.6,28.82,28.18,33.0,14.643,298.1,5702.971,11142.8045,0.8,175.006666667,5702.97904667,11142.7819,15.3533333333,4.7,69.898,28.989,0.0,1.14,18.6,2.6,29.8,20.74,959.7,1.04,0.0,33.6,35.0,0.0,20.505,0.0,0.0,1718.5,0.0,5.9,15.0,1668.0
2015-04-12 15:43:14,-228882.2,-6114.4,402.0,2861.95,32174.7,0.526,0.526,0.526,0.526,0.526,31.37,4.813,4.973,101.3,101.3,101.3,97.35,28.62,28.83,28.16,32.97,14.711,298.4,5702.966,11142.802,1.1,174.895,5702.97474,11142.7783,15.26,4.7,69.833,28.989,0.0,0.53,18.6,2.6,22.0,20.94,959.7,1.04,0.0,33.6,35.0,39.454,19.884,15.0,0.0,1676.5,62.5,4.3,0.0,1682.0
2015-04-12 15:43:15,-189094.3,-5625.1,402.0,2458.1,32348.65,0.295,0.295,0.295,0.295,0.295,31.41,5.058,4.933,101.3,101.3,101.3,97.54,28.6,28.82,28.14,33.0,15.691,298.5,5702.9606,11142.7996,0.9,174.783333333,5702.97043333,11142.7747,15.1666666667,4.6,69.425,28.989,0.0,0.53,18.6,2.0,22.0,20.94,959.7,1.04,0.0,33.6,35.0,0.0,19.262,0.0,0.0,1666.0,19.9,3.7,2.0,1622.0
2015-04-12 15:43:16,-149306.4,-5135.8,402.0,2021.0,32522.6,0.288,0.288,0.288,0.288,0.288,31.68,5.145,5.075,101.3,101.3,101.3,97.42,28.6,28.81,28.11,32.97,15.395,299.8,5702.9545,11142.7973,1.1,174.671666667,5702.96612667,11142.7711,15.0733333333,4.5,68.647,28.987,0.0,0.53,18.6,1.8,22.0,20.94,959.7,1.04,0.0,33.6,35.0,11.293,18.952,3.0,0.0,1602.0,107.7,5.6,39.0,1655.0
2015-04-12 15:43:17,-109518.5,-4646.5,402.0,1896.2,32538.5,0.449,0.449,0.449,0.449,0.449,31.14,5.115,5.077,101.3,101.3,101.3,97.22,28.63,28.83,28.14,32.98,15.451,298.9,5702.9492,11142.7936,1.0,174.56,5702.96182,11142.7675,14.98,4.5,67.571,28.987,0.0,0.53,18.6,1.6,22.0,20.94,959.7,1.04,0.0,33.6,35.0,88.299,19.262,39.0,0.0,1632.5,0.0,8.1,57.0,1670.0
2015-04-12 15:43:18,-69730.6,-4157.2,402.0,1771.4,33109.35,0.374,0.374,0.374,0.374,0.374,31.1,5.081,4.941,101.3,101.3,101.3,97.46,28.62,28.84,28.11,33.01,15.87,300.3,5702.9436,11142.7909,1.1,174.448333333,5702.95751333,11142.7639,14.8866666667,4.5,66.327,28.987,0.0,0.53,18.6,1.6,18.2,20.94,959.7,1.04,0.0,33.7,34.9,119.471,19.884,58.0,0.0,1674.5,0.0,5.3,0.0,1630.0
