,drxPM1,drxPM10,drxPM2.5,drxPM4,drxTPM
2015-04-12 14:50:40,0.256,0.256,0.256,0.256,0.256
2015-04-12 14:50:41,0.257,0.257,0.257,0.257,0.257
2015-04-12 14:50:42,0.271,0.271,0.271,0.271,0.271
2015-04-12 14:50:43,0.269,0.27,0.269,0.27,0.27
2015-04-12 14:50:44,0.256,0.256,0.256,0.256,0.256
2015-04-12 14:50:45,0.263,0.263,0.263,0.263,0.263
2015-04-12 14:50:46,0.281,0.281,0.281,0.281,0.281
2015-04-12 14:50:47,0.278,0.278,0.278,0.278,0.278
2015-04-12 14:50:48,0.273,0.273,0.273,0.273,0.273
2015-04-12 14:50:49,0.27,0.27,0.27,0.27,0.27
2015-04-12 14:50:50,0.257,0.257,0.257,0.257,0.257
2015-04-12 14:50:51,0.258,0.258,0.258,0.258,0.258
2015-04-12 14:50:52,0.264,0.264,0.264,0.264,0.264
2015-04-12 14:50:53,0.27,0.271,0.27,0.27,0.271
2015-04-12 14:50:54,0.272,0.273,0.272,0.273,0.273
2015-04-12 14:50:55,0.268,0.268,0.268,0.268,0.268
2015-04-12 14:50:56,0.279,0.279,0.279,0.279,0.279
2015-04-12 14:50:57,0.279,0.279,0.279,0.279,0.279
2015-04-12 14:50:58,0.268,0.268,0.268,0.268,0.268
2015-04-12 14:50:59,0.261,0.261,0.261,0.261,0.261
2015-04-12 14:51:00,0.258,0.259,0.259,0.259,0.259
2015-04-12 14:51:01,0.253,0.253,0.253,0.253,0.253
2015-04-12 14:51:02,0.259,0.259,0.259,0.259,0.259
2015-04-12 14:51:03,0.256,0.256,0.256,0.256,0.256
2015-04-12 14:51:04,0.24,0.24,0.24,0.24,0.24
2015-04-12 14:51:05,0.227,0.227,0.227,0.227,0.227
2015-04-12 14:51:06,0.239,0.24,0.24,0.24,0.24
2015-04-12 14:51:07,0.282,0.282,0.282,0.282,0.282
2015-04-12 14:51:08,0.314,0.314,0.314,0.314,0.314
2015-04-12 14:51:09,0.336,0.336,0.336,0.336,0.336
2015-04-12 14:51:10,0.367,0.367,0.367,0.367,0.367
2015-04-12 14:51:11,1.02,1.02,1.02,1.02,1.02
2015-04-12 14:51:12,5.27,5.27,5.27,5.27,5.27
2015-04-12 14:51:13,13.8,13.8,13.8,13.8,13.8
2015-04-12 14:51:14,17.1,17.1,17.1,17.1,17.1
2015-04-12 14:51:15,17.4,17.4,17.4,17.4,17.4
2015-04-12 14:51:16,22.1,22.1,22.1,22.1,22.1
2015-04-12 14:51:17,22.4,22.4,22.4,22.4,22.4
2015-04-12 14:51:18,18.3,18.3,18.3,18.3,18.3
2015-04-12 14:51:19,11.5,11.5,11.5,11.5,11.5
2015-04-12 14:51:20,6.56,6.56,6.56,6.56,6.56
2015-04-12 14:51:21,4.35,4.36,4.35,4.35,4.36
2015-04-12 14:51:22,3.85,3.86,3.85,3.85,3.86
2015-04-12 14:51:23,3.38,3.38,3.38,3.38,3.38
2015-04-12 14:51:24,4.03,4.03,4.03,4.03,4.03
2015-04-12 14:51:25,8.2,8.21,8.2,8.2,8.21
2015-04-12 14:51:26,12.8,12.8,12.8,12.8,12.8
2015-04-12 14:51:27,15.1,15.1,15.1,15.1,15.1
2015-04-12 14:51:28,14.4,14.4,14.4,14.4,14.4
2015-04-12 14:51:29,11.7,11.7,11.7,11.7,11.7
2015-04-12 14:51:30,9.76,9.77,9.76,9.77,9.77
2015-04-12 14:51:31,8.82,8.83,8.82,8.83,8.83
2015-04-12 14:51:32,8.44,8.45,8.44,8.44,8.45
2015-04-12 14:51:33,6.98,6.99,6.98,6.99,6.99
2015-04-12 14:51:34,5.61,5.62,5.61,5.61,5.62
2015-04-12 14:51:35,6.07,6.07,6.07,6.07,6.07
2015-04-12 14:51:36,8.53,8.53,8.53,8.53,8.53
2015-04-12 14:51:37,10.5,10.5,10.5,10.5,10.5
2015-04-12 14:51:38,10.1,10.2,10.1,10.1,10.2
2015-04-12 14:51:39,8.3,8.31,8.3,8.3,8.31
2015-04-12 14:51:40,6.54,6.55,6.54,6.54,6.55
2015-04-12 14:51:41,5.21,5.22,5.21,5.21,5.22
2015-04-12 14:51:42,3.75,3.75,3.75,3.75,3.75
2015-04-12 14:51:43,2.69,2.69,2.69,2.69,2.69
2015-04-12 14:51:44,2.59,2.59,2.59,2.59,2.59
2015-04-12 14:51:45,3.4,3.4,3.4,3.4,3.4
2015-04-12 14:51:46,4.36,4.36,4.36,4.36,4.36
2015-04-12 14:51:47,4.22,4.22,4.22,4.22,4.22
2015-04-12 14:51:48,3.93,3.93,3.93,3.93,3.93
2015-04-12 14:51:49,5.28,5.28,5.28,5.28,5.28
2015-04-12 14:51:50,9.37,9.37,9.37,9.37,9.37
2015-04-12 14:51:51,8.57,8.57,8.57,8.57,8.57
2015-04-12 14:51:52,5.59,5.59,5.59,5.59,5.59
2015-04-12 14:51:53,4.52,4.52,4.52,4.52,4.52
2015-04-12 14:51:54,5.97,5.97,5.97,5.97,5.97
2015-04-12 14:51:55,12.2,12.2,12.2,12.2,12.2
2015-04-12 14:51:56,14.9,14.9,14.9,14.9,14.9
2015-04-12 14:51:57,12.1,12.1,12.1,12.1,12.1
2015-04-12 14:51:58,7.92,7.92,7.92,7.92,7.92
2015-04-12 14:51:59,4.65,4.66,4.65,4.66,4.66
2015-04-12 14:52:00,2.64,2.64,2.64,2.64,2.64
2015-04-12 14:52:01,1.6,1.6,1.6,1.6,1.6
2015-04-12 14:52:02,0.96,0.96,0.96,0.96,0.96
2015-04-12 14:52:03,0.535,0.535,0.535,0.535,0.535
2015-04-12 14:52:04,0.336,0.336,0.336,0.336,0.336
2015-04-12 14:52:05,0.228,0.229,0.228,0.229,0.229
2015-04-12 14:52:06,0.159,0.159,0.159,0.159,0.159
2015-04-12 14:52:07,0.194,0.195,0.194,0.194,0.195
2015-04-12 14:52:08,1.8,1.81,1.8,1.8,1.81
2015-04-12 14:52:09,5.64,5.65,5.65,5.65,5.65
2015-04-12 14:52:10,7.45,7.46,7.45,7.46,7.46
2015-04-12 14:52:11,7.15,7.16,7.15,7.16,7.16
2015-04-12 14:52:12,5.3,5.3,5.3,5.3,5.3
2015-04-12 14:52:13,3.44,3.44,3.44,3.44,3.44
2015-04-12 14:52:14,3.58,3.58,3.58,3.58,3.58
2015-04-12 14:52:15,5.71,5.71,5.71,5.71,5.71
2015-04-12 14:52:16,5.91,5.91,5.91,5.91,5.91
2015-04-12 14:52:17,3.6,3.6,3.6,3.6,3.6
2015-04-12 14:52:18,2.01,2.01,2.01,2.01,2.01
2015-04-12 14:52:19,1.08,1.08,1.08,1.08,1.08
2015-04-12 14:52:20,0.598,0.598,0.598,0.598,0.598
2015-04-12 14:52:21,0.377,0.377,0.377,0.377,0.377
2015-04-12 14:52:22,0.214,0.215,0.214,0.214,0.215
2015-04-12 14:52:23,0.132,0.134,0.132,0.132,0.134
2015-04-12 14:52:24,0.091,0.092,0.091,0.091,0.092
2015-04-12 14:52:25,0.067,0.067,0.067,0.067,0.067
2015-04-12 14:52:26,0.06,0.06,0.06,0.06,0.06
2015-04-12 14:52:27,0.056,0.056,0.056,0.056,0.056
2015-04-12 14:52:28,0.042,0.042,0.042,0.042,0.042
2015-04-12 14:52:29,0.036,0.036,0.036,0.036,0.036
2015-04-12 14:52:30,0.032,0.032,0.032,0.032,0.032
2015-04-12 14:52:31,0.028,0.028,0.028,0.028,0.028
2015-04-12 14:52:32,0.035,0.035,0.035,0.035,0.035
2015-04-12 14:52:33,0.053,0.053,0.053,0.053,0.053
2015-04-12 14:52:34,0.482,0.482,0.482,0.482,0.482
2015-04-12 14:52:35,2.75,2.75,2.75,2.75,2.75
2015-04-12 14:52:36,5.65,5.65,5.65,5.65,5.65
2015-04-12 14:52:37,5.74,5.74,5.74,5.74,5.74
2015-04-12 14:52:38,5.17,5.17,5.17,5.17,5.17
2015-04-12 14:52:39,5.79,5.79,5.79,5.79,5.79
2015-04-12 14:52:40,7.12,7.12,7.12,7.12,7.12
2015-04-12 14:52:41,9.4,9.4,9.4,9.4,9.4
2015-04-12 14:52:42,10.5,10.5,10.5,10.5,10.5
2015-04-12 14:52:43,8.5,8.5,8.5,8.5,8.5
2015-04-12 14:52:44,5.6,5.6,5.6,5.6,5.6
2015-04-12 14:52:45,3.9,3.9,3.9,3.9,3.9
2015-04-12 14:52:46,2.41,2.41,2.41,2.41,2.41
2015-04-12 14:52:47,1.27,1.27,1.27,1.27,1.27
2015-04-12 14:52:48,0.912,0.912,0.912,0.912,0.912
2015-04-12 14:52:49,0.594,0.594,0.594,0.594,0.594
2015-04-12 14:52:50,0.307,0.307,0.307,0.307,0.307
2015-04-12 14:52:51,0.169,0.169,0.169,0.169,0.169
2015-04-12 14:52:52,0.185,0.185,0.185,0.185,0.185
2015-04-12 14:52:53,0.386,0.386,0.386,0.386,0.386
2015-04-12 14:52:54,0.655,0.657,0.655,0.655,0.657
2015-04-12 14:52:55,0.807,0.809,0.807,0.807,0.809
2015-04-12 14:52:56,1.04,1.04,1.04,1.04,1.04
2015-04-12 14:52:57,2.46,2.46,2.46,2.46,2.46
2015-04-12 14:52:58,7.57,7.57,7.57,7.57,7.57
2015-04-12 14:52:59,15.1,15.1,15.1,15.1,15.1
2015-04-12 14:53:00,18.3,18.3,18.3,18.3,18.3
2015-04-12 14:53:01,16.1,16.1,16.1,16.1,16.1
2015-04-12 14:53:02,13.1,13.1,13.1,13.1,13.1
2015-04-12 14:53:03,10.6,10.6,10.6,10.6,10.6
2015-04-12 14:53:04,9.0,9.0,9.0,9.0,9.0
2015-04-12 14:53:05,13.5,13.5,13.5,13.5,13.5
2015-04-12 14:53:06,19.6,19.6,19.6,19.6,19.6
2015-04-12 14:53:07,20.3,20.3,20.3,20.3,20.3
2015-04-12 14:53:08,20.9,20.9,20.9,20.9,20.9
2015-04-12 14:53:09,14.9,14.9,14.9,14.9,14.9
2015-04-12 14:53:10,12.3,12.3,12.3,12.3,12.3
2015-04-12 14:53:11,13.2,13.2,13.2,13.2,13.2
2015-04-12 14:53:12,11.3,11.3,11.3,11.3,11.3
2015-04-12 14:53:13,7.78,7.8,7.79,7.79,7.8
2015-04-12 14:53:14,5.82,5.83,5.83,5.83,5.83
2015-04-12 14:53:15,7.6,7.6,7.6,7.6,7.6
2015-04-12 14:53:16,10.5,10.5,10.5,10.5,10.5
2015-04-12 14:53:17,9.8,9.81,9.8,9.8,9.81
2015-04-12 14:53:18,7.76,7.77,7.76,7.77,7.77
2015-04-12 14:53:19,5.7,5.71,5.71,5.71,5.71
2015-04-12 14:53:20,4.05,4.06,4.05,4.06,4.06
2015-04-12 14:53:21,5.01,5.02,5.01,5.02,5.02
2015-04-12 14:53:22,7.71,7.72,7.71,7.71,7.72
2015-04-12 14:53:23,7.97,7.98,7.97,7.97,7.98
2015-04-12 14:53:24,6.55,6.55,6.55,6.55,6.55
2015-04-12 14:53:25,5.75,5.75,5.75,5.75,5.75
2015-04-12 14:53:26,5.0,5.01,5.0,5.0,5.01
2015-04-12 14:53:27,4.44,4.45,4.44,4.45,4.45
2015-04-12 14:53:28,4.05,4.06,4.05,4.05,4.06
2015-04-12 14:53:29,4.01,4.03,4.01,4.02,4.03
2015-04-12 14:53:30,3.63,3.64,3.63,3.63,3.64
2015-04-12 14:53:31,2.44,2.45,2.45,2.45,2.45
2015-04-12 14:53:32,1.36,1.36,1.36,1.36,1.36
2015-04-12 14:53:33,0.776,0.778,0.776,0.777,0.779
2015-04-12 14:53:34,0.459,0.46,0.459,0.459,0.473
2015-04-12 14:53:35,0.238,0.239,0.239,0.239,0.245
2015-04-12 14:53:36,0.15,0.15,0.15,0.15,0.15
2015-04-12 14:53:37,0.095,0.095,0.095,0.095,0.095
2015-04-12 14:53:38,0.118,0.118,0.118,0.118,0.118
2015-04-12 14:53:39,0.498,0.498,0.498,0.498,0.498
2015-04-12 14:53:40,3.16,3.16,3.16,3.16,3.16
2015-04-12 14:53:41,7.13,7.13,7.13,7.13,7.13
2015-04-12 14:53:42,7.64,7.65,7.64,7.64,7.65
2015-04-12 14:53:43,6.26,6.27,6.26,6.27,6.27
2015-04-12 14:53:44,4.82,4.83,4.82,4.83,4.83
2015-04-12 14:53:45,4.01,4.02,4.01,4.01,4.02
2015-04-12 14:53:46,3.65,3.66,3.65,3.65,3.66
2015-04-12 14:53:47,3.57,3.58,3.57,3.58,3.58
2015-04-12 14:53:48,3.73,3.73,3.73,3.73,3.73
2015-04-12 14:53:49,3.97,3.98,3.97,3.98,3.98
2015-04-12 14:53:50,4.12,4.13,4.12,4.12,4.13
2015-04-12 14:53:51,4.07,4.08,4.07,4.07,4.08
2015-04-12 14:53:52,3.71,3.72,3.71,3.71,3.72
2015-04-12 14:53:53,3.41,3.41,3.41,3.41,3.41
2015-04-12 14:53:54,3.16,3.16,3.16,3.16,3.16
2015-04-12 14:53:55,3.01,3.01,3.01,3.01,3.01
2015-04-12 14:53:56,2.93,2.94,2.93,2.93,2.94
2015-04-12 14:53:57,2.88,2.89,2.88,2.89,2.89
2015-04-12 14:53:58,2.99,3.0,2.99,2.99,3.0
2015-04-12 14:53:59,3.19,3.19,3.19,3.19,3.19
2015-04-12 14:54:00,3.34,3.34,3.34,3.34,3.34
2015-04-12 14:54:01,3.63,3.63,3.63,3.63,3.63
2015-04-12 14:54:02,3.94,3.94,3.94,3.94,3.94
2015-04-12 14:54:03,4.09,4.09,4.09,4.09,4.09
2015-04-12 14:54:04,4.09,4.09,4.09,4.09,4.09
2015-04-12 14:54:05,3.98,3.98,3.98,3.98,3.98
2015-04-12 14:54:06,4.0,4.0,4.0,4.0,4.0
2015-04-12 14:54:07,3.87,3.88,3.87,3.87,3.88
2015-04-12 14:54:08,4.06,4.07,4.06,4.06,4.07
2015-04-12 14:54:09,5.2,5.2,5.2,5.2,5.2
2015-04-12 14:54:10,5.88,5.88,5.88,5.88,5.88
2015-04-12 14:54:11,4.57,4.57,4.57,4.57,4.57
2015-04-12 14:54:12,3.51,3.51,3.51,3.51,3.51
2015-04-12 14:54:13,3.06,3.07,3.06,3.07,3.07
2015-04-12 14:54:14,2.92,2.92,2.92,2.92,2.92
2015-04-12 14:54:15,2.71,2.71,2.71,2.71,2.71
2015-04-12 14:54:16,2.61,2.61,2.61,2.61,2.61
2015-04-12 14:54:17,2.51,2.51,2.51,2.51,2.51
2015-04-12 14:54:18,2.26,2.26,2.26,2.26,2.26
2015-04-12 14:54:19,1.64,1.64,1.64,1.64,1.64
2015-04-12 14:54:20,1.06,1.06,1.06,1.06,1.06
2015-04-12 14:54:21,0.791,0.792,0.792,0.792,0.792
2015-04-12 14:54:22,0.615,0.615,0.615,0.615,0.615
2015-04-12 14:54:23,2.5,2.5,2.5,2.5,2.5
2015-04-12 14:54:24,9.11,9.11,9.11,9.11,9.11
2015-04-12 14:54:25,12.3,12.3,12.3,12.3,12.3
2015-04-12 14:54:26,9.59,9.59,9.59,9.59,9.59
2015-04-12 14:54:27,6.55,6.55,6.55,6.55,6.55
2015-04-12 14:54:28,4.26,4.26,4.26,4.26,4.26
2015-04-12 14:54:29,3.18,3.18,3.18,3.18,3.18
2015-04-12 14:54:30,3.84,3.84,3.84,3.84,3.84
2015-04-12 14:54:31,5.22,5.22,5.22,5.22,5.22
2015-04-12 14:54:32,4.3,4.3,4.3,4.3,4.3
2015-04-12 14:54:33,2.58,2.58,2.58,2.58,2.58
2015-04-12 14:54:34,1.62,1.62,1.62,1.62,1.62
2015-04-12 14:54:35,0.849,0.849,0.849,0.849,0.849
2015-04-12 14:54:36,0.441,0.441,0.441,0.441,0.441
2015-04-12 14:54:37,0.271,0.271,0.271,0.271,0.271
2015-04-12 14:54:38,0.191,0.191,0.191,0.191,0.191
2015-04-12 14:54:39,0.188,0.188,0.188,0.188,0.188
2015-04-12 14:54:40,0.678,0.679,0.678,0.679,0.679
2015-04-12 14:54:41,3.13,3.13,3.13,3.13,3.13
2015-04-12 14:54:42,5.38,5.38,5.38,5.38,5.38
2015-04-12 14:54:43,4.77,4.77,4.77,4.77,4.77
2015-04-12 14:54:44,5.86,5.86,5.86,5.86,5.86
2015-04-12 14:54:45,8.64,8.64,8.64,8.64,8.64
2015-04-12 14:54:46,8.62,8.63,8.62,8.62,8.63
2015-04-12 14:54:47,6.36,6.36,6.36,6.36,6.36
2015-04-12 14:54:48,4.64,4.65,4.64,4.65,4.65
2015-04-12 14:54:49,3.32,3.33,3.32,3.33,3.33
2015-04-12 14:54:50,4.76,4.77,4.77,4.77,4.77
2015-04-12 14:54:51,8.94,8.95,8.94,8.94,8.95
2015-04-12 14:54:52,8.95,8.95,8.95,8.95,8.95
2015-04-12 14:54:53,6.63,6.63,6.63,6.63,6.63
2015-04-12 14:54:54,4.4,4.4,4.4,4.4,4.4
2015-04-12 14:54:55,3.34,3.34,3.34,3.34,3.34
2015-04-12 14:54:56,4.51,4.52,4.51,4.52,4.52
2015-04-12 14:54:57,6.17,6.17,6.17,6.17,6.17
2015-04-12 14:54:58,6.08,6.08,6.08,6.08,6.08
2015-04-12 14:54:59,5.65,5.65,5.65,5.65,5.65
2015-04-12 14:55:00,5.21,5.21,5.21,5.21,5.21
2015-04-12 14:55:01,4.52,4.52,4.52,4.52,4.52
2015-04-12 14:55:02,3.64,3.65,3.64,3.65,3.65
2015-04-12 14:55:03,3.1,3.1,3.1,3.1,3.1
2015-04-12 14:55:04,2.94,2.94,2.94,2.94,2.94
2015-04-12 14:55:05,2.83,2.83,2.83,2.83,2.83
2015-04-12 14:55:06,2.87,2.87,2.87,2.87,2.87
2015-04-12 14:55:07,3.03,3.03,3.03,3.03,3.03
2015-04-12 14:55:08,3.15,3.15,3.15,3.15,3.15
2015-04-12 14:55:09,3.23,3.23,3.23,3.23,3.23
2015-04-12 14:55:10,3.39,3.39,3.39,3.39,3.39
2015-04-12 14:55:11,3.88,3.88,3.88,3.88,3.88
2015-04-12 14:55:12,4.9,4.9,4.9,4.9,4.9
2015-04-12 14:55:13,5.02,5.02,5.02,5.02,5.02
2015-04-12 14:55:14,3.79,3.79,3.79,3.79,3.79
2015-04-12 14:55:15,3.32,3.33,3.32,3.32,3.33
2015-04-12 14:55:16,3.41,3.41,3.41,3.41,3.41
2015-04-12 14:55:17,3.42,3.42,3.42,3.42,3.42
2015-04-12 14:55:18,3.23,3.23,3.23,3.23,3.23
2015-04-12 14:55:19,3.12,3.12,3.12,3.12,3.12
2015-04-12 14:55:20,3.04,3.04,3.04,3.04,3.04
2015-04-12 14:55:21,2.98,2.98,2.98,2.98,2.98
2015-04-12 14:55:22,3.02,3.03,3.02,3.02,3.03
2015-04-12 14:55:23,3.04,3.04,3.04,3.04,3.04
2015-04-12 14:55:24,3.07,3.07,3.07,3.07,3.07
2015-04-12 14:55:25,3.13,3.13,3.13,3.13,3.13
2015-04-12 14:55:26,3.35,3.35,3.35,3.35,3.35
2015-04-12 14:55:27,4.16,4.16,4.16,4.16,4.16
2015-04-12 14:55:28,5.61,5.61,5.61,5.61,5.61
2015-04-12 14:55:29,5.82,5.82,5.82,5.82,5.82
2015-04-12 14:55:30,4.5,4.5,4.5,4.5,4.5
2015-04-12 14:55:31,3.4,3.41,3.4,3.41,3.41
2015-04-12 14:55:32,2.86,2.87,2.86,2.86,2.87
2015-04-12 14:55:33,2.56,2.56,2.56,2.56,2.56
2015-04-12 14:55:34,2.36,2.36,2.36,2.36,2.36
2015-04-12 14:55:35,2.32,2.32,2.32,2.32,2.32
2015-04-12 14:55:36,2.28,2.28,2.28,2.28,2.28
2015-04-12 14:55:37,2.2,2.21,2.2,2.2,2.21
2015-04-12 14:55:38,2.23,2.23,2.23,2.23,2.23
2015-04-12 14:55:39,2.28,2.29,2.28,2.29,2.29
2015-04-12 14:55:40,2.39,2.39,2.39,2.39,2.39
2015-04-12 14:55:41,2.5,2.5,2.5,2.5,2.5
2015-04-12 14:55:42,2.47,2.47,2.47,2.47,2.47
2015-04-12 14:55:43,2.48,2.48,2.48,2.48,2.48
2015-04-12 14:55:44,2.57,2.57,2.57,2.57,2.57
2015-04-12 14:55:45,2.61,2.62,2.62,2.62,2.62
2015-04-12 14:55:46,2.78,2.78,2.78,2.78,2.78
2015-04-12 14:55:47,3.08,3.09,3.09,3.09,3.09
2015-04-12 14:55:48,3.15,3.15,3.15,3.15,3.15
2015-04-12 14:55:49,3.03,3.03,3.03,3.03,3.03
2015-04-12 14:55:50,3.0,3.01,3.0,3.01,3.01
2015-04-12 14:55:51,2.84,2.85,2.84,2.84,2.85
2015-04-12 14:55:52,2.64,2.65,2.64,2.65,2.65
2015-04-12 14:55:53,2.52,2.52,2.52,2.52,2.52
2015-04-12 14:55:54,2.48,2.48,2.48,2.48,2.48
2015-04-12 14:55:55,2.43,2.43,2.43,2.43,2.43
2015-04-12 14:55:56,2.43,2.43,2.43,2.43,2.43
2015-04-12 14:55:57,2.44,2.44,2.44,2.44,2.44
2015-04-12 14:55:58,2.52,2.52,2.52,2.52,2.52
2015-04-12 14:55:59,2.66,2.66,2.66,2.66,2.66
2015-04-12 14:56:00,2.64,2.66,2.64,2.65,2.66
2015-04-12 14:56:01,2.72,2.73,2.72,2.72,2.73
2015-04-12 14:56:02,2.81,2.81,2.81,2.81,2.81
2015-04-12 14:56:03,2.82,2.82,2.82,2.82,2.82
2015-04-12 14:56:04,2.78,2.78,2.78,2.78,2.78
2015-04-12 14:56:05,2.76,2.76,2.76,2.76,2.76
2015-04-12 14:56:06,2.74,2.75,2.74,2.75,2.75
2015-04-12 14:56:07,2.69,2.69,2.69,2.69,2.69
2015-04-12 14:56:08,2.64,2.65,2.65,2.65,2.65
2015-04-12 14:56:09,2.64,2.64,2.64,2.64,2.64
2015-04-12 14:56:10,2.63,2.63,2.63,2.63,2.63
2015-04-12 14:56:11,2.66,2.66,2.66,2.66,2.66
2015-04-12 14:56:12,2.75,2.75,2.75,2.75,2.75
2015-04-12 14:56:13,2.78,2.78,2.78,2.78,2.78
2015-04-12 14:56:14,2.82,2.82,2.82,2.82,2.82
2015-04-12 14:56:15,2.83,2.83,2.83,2.83,2.83
2015-04-12 14:56:16,2.84,2.84,2.84,2.84,2.84
2015-04-12 14:56:17,2.93,2.93,2.93,2.93,2.93
2015-04-12 14:56:18,3.04,3.04,3.04,3.04,3.04
2015-04-12 14:56:19,2.97,2.97,2.97,2.97,2.97
2015-04-12 14:56:20,2.94,2.94,2.94,2.94,2.94
2015-04-12 14:56:21,2.9,2.9,2.9,2.9,2.9
2015-04-12 14:56:22,2.81,2.81,2.81,2.81,2.81
2015-04-12 14:56:23,2.76,2.76,2.76,2.76,2.76
2015-04-12 14:56:24,2.79,2.79,2.79,2.79,2.79
2015-04-12 14:56:25,2.81,2.82,2.81,2.82,2.82
2015-04-12 14:56:26,2.78,2.79,2.78,2.79,2.79
2015-04-12 14:56:27,2.74,2.74,2.74,2.74,2.74
2015-04-12 14:56:28,2.7,2.7,2.7,2.7,2.7
2015-04-12 14:56:29,2.63,2.63,2.63,2.63,2.63
2015-04-12 14:56:30,2.57,2.57,2.57,2.57,2.57
2015-04-12 14:56:31,2.46,2.46,2.46,2.46,2.46
2015-04-12 14:56:32,2.36,2.36,2.36,2.36,2.36
2015-04-12 14:56:33,2.33,2.34,2.33,2.34,2.34
2015-04-12 14:56:34,2.45,2.45,2.45,2.45,2.45
2015-04-12 14:56:35,2.63,2.63,2.63,2.63,2.63
2015-04-12 14:56:36,2.63,2.63,2.63,2.63,2.63
2015-04-12 14:56:37,2.63,2.63,2.63,2.63,2.63
2015-04-12 14:56:38,2.53,2.53,2.53,2.53,2.53
2015-04-12 14:56:39,2.32,2.32,2.32,2.32,2.32
2015-04-12 14:56:40,2.25,2.25,2.25,2.25,2.25
2015-04-12 14:56:41,2.22,2.22,2.22,2.22,2.22
2015-04-12 14:56:42,2.15,2.15,2.15,2.15,2.15
2015-04-12 14:56:43,2.07,2.07,2.07,2.07,2.07
2015-04-12 14:56:44,2.02,2.03,2.02,2.02,2.03
2015-04-12 14:56:45,2.02,2.02,2.02,2.02,2.02
2015-04-12 14:56:46,2.05,2.05,2.05,2.05,2.05
2015-04-12 14:56:47,2.08,2.08,2.08,2.08,2.08
2015-04-12 14:56:48,2.02,2.02,2.02,2.02,2.02
2015-04-12 14:56:49,2.0,2.01,2.0,2.01,2.01
2015-04-12 14:56:50,2.01,2.01,2.01,2.01,2.01
2015-04-12 14:56:51,2.02,2.02,2.02,2.02,2.02
2015-04-12 14:56:52,2.05,2.05,2.05,2.05,2.05
2015-04-12 14:56:53,2.05,2.05,2.05,2.05,2.05
2015-04-12 14:56:54,2.05,2.06,2.05,2.06,2.06
2015-04-12 14:56:55,2.04,2.04,2.04,2.04,2.04
2015-04-12 14:56:56,2.1,2.1,2.1,2.1,2.1
2015-04-12 14:56:57,2.18,2.18,2.18,2.18,2.18
2015-04-12 14:56:58,2.14,2.14,2.14,2.14,2.14
2015-04-12 14:56:59,2.21,2.21,2.21,2.21,2.21
2015-04-12 14:57:00,2.24,2.24,2.24,2.24,2.24
2015-04-12 14:57:01,2.21,2.21,2.21,2.21,2.21
2015-04-12 14:57:02,2.19,2.19,2.19,2.19,2.19
2015-04-12 14:57:03,2.15,2.15,2.15,2.15,2.15
2015-04-12 14:57:04,2.16,2.16,2.16,2.16,2.16
2015-04-12 14:57:05,2.2,2.2,2.2,2.2,2.2
2015-04-12 14:57:06,2.33,2.33,2.33,2.33,2.33
2015-04-12 14:57:07,2.52,2.53,2.52,2.53,2.53
2015-04-12 14:57:08,2.57,2.57,2.57,2.57,2.57
2015-04-12 14:57:09,2.53,2.53,2.53,2.53,2.53
2015-04-12 14:57:10,2.53,2.53,2.53,2.53,2.53
2015-04-12 14:57:11,2.51,2.51,2.51,2.51,2.51
2015-04-12 14:57:12,2.51,2.51,2.51,2.51,2.51
2015-04-12 14:57:13,2.6,2.6,2.6,2.6,2.6
2015-04-12 14:57:14,2.71,2.71,2.71,2.71,2.71
2015-04-12 14:57:15,2.77,2.77,2.77,2.77,2.77
2015-04-12 14:57:16,2.79,2.79,2.79,2.79,2.79
2015-04-12 14:57:17,2.87,2.87,2.87,2.87,2.87
2015-04-12 14:57:18,2.95,2.95,2.95,2.95,2.95
2015-04-12 14:57:19,2.99,2.99,2.99,2.99,2.99
2015-04-12 14:57:20,3.04,3.04,3.04,3.04,3.04
2015-04-12 14:57:21,3.05,3.05,3.05,3.05,3.05
2015-04-12 14:57:22,3.12,3.12,3.12,3.12,3.12
2015-04-12 14:57:23,3.05,3.05,3.05,3.05,3.05
2015-04-12 14:57:24,2.64,2.64,2.64,2.64,2.64
2015-04-12 14:57:25,2.59,2.59,2.59,2.59,2.59
2015-04-12 14:57:26,4.54,4.55,4.55,4.55,4.55
2015-04-12 14:57:27,8.89,8.89,8.89,8.89,8.89
2015-04-12 14:57:28,10.2,10.2,10.2,10.2,10.2
2015-04-12 14:57:29,8.64,8.64,8.64,8.64,8.64
2015-04-12 14:57:30,6.62,6.63,6.62,6.62,6.63
2015-04-12 14:57:31,4.87,4.88,4.87,4.87,4.88
2015-04-12 14:57:32,3.73,3.73,3.73,3.73,3.73
2015-04-12 14:57:33,3.1,3.1,3.1,3.1,3.1
2015-04-12 14:57:34,2.71,2.71,2.71,2.71,2.71
2015-04-12 14:57:35,2.58,2.58,2.58,2.58,2.58
2015-04-12 14:57:36,2.25,2.25,2.25,2.25,2.25
2015-04-12 14:57:37,1.66,1.66,1.66,1.66,1.66
2015-04-12 14:57:38,1.29,1.29,1.29,1.29,1.29
2015-04-12 14:57:39,1.06,1.06,1.06,1.06,1.06
2015-04-12 14:57:40,3.15,3.15,3.15,3.15,3.15
2015-04-12 14:57:41,8.0,8.0,8.0,8.0,8.0
2015-04-12 14:57:42,9.15,9.15,9.15,9.15,9.15
